;name;canton_x;url;firstmention;hab_year;raw_hab_year;notes;place;zipcode;zusatzziffer;commune;bfsnr;canton_y;X;Y;language
22;Aesch (LU);LU;/Articles/000592/?language=de;1150;[{'year': 1678, 'pop': 176, 'unit': 'Einw'}, {'year': 1798, 'pop': 584, 'unit': 'Einw'}, {'year': 1837, 'pop': 876, 'unit': 'Einw'}, {'year': 1888, 'pop': 627, 'unit': 'Einw'}, {'year': 1900, 'pop': 639, 'unit': 'Einw'}, {'year': 1950, 'pop': 642, 'unit': 'Einw'}, {'year': 1960, 'pop': 563, 'unit': 'Einw'}, {'year': 2000, 'pop': 950, 'unit': 'Einw'}, {'year': 1701, 'pop': 380, 'unit': 'Einw'}];[{'year': 1678, 'pop': 176, 'unit': 'Einw'}, {'year': 1798, 'pop': 584, 'unit': 'Einw'}, {'year': 1837, 'pop': 876, 'unit': 'Einw'}, {'year': 1888, 'pop': 627, 'unit': 'Einw'}, {'year': 1900, 'pop': 639, 'unit': 'Einw'}, {'year': 1950, 'pop': 642, 'unit': 'Einw'}, {'year': 1960, 'pop': 563, 'unit': 'Einw'}, {'year': 2000, 'pop': 950, 'unit': 'Einw'}, {'year': 1701, 'pop': 380, 'unit': 'Kirchgenossen'}];Daten von Pfarrei, daten nur oder nicht nur für oberaesch;Aesch LU;[6287];0;Aesch (LU);1021;LU;8.238999999999999;47.255;de
23;Aeschi bei Spiez;BE;/Articles/000320/?language=de;1228;[{'year': 1764, 'pop': 804, 'unit': 'Einw'}, {'year': 1850, 'pop': 1251, 'unit': 'Einw'}, {'year': 1900, 'pop': 1409, 'unit': 'Einw'}, {'year': 1950, 'pop': 1364, 'unit': 'Einw'}, {'year': 2000, 'pop': 2025, 'unit': 'Einw'}];[{'year': 1764, 'pop': 804, 'unit': 'Einw'}, {'year': 1850, 'pop': 1251, 'unit': 'Einw'}, {'year': 1900, 'pop': 1409, 'unit': 'Einw'}, {'year': 1950, 'pop': 1364, 'unit': 'Einw'}, {'year': 2000, 'pop': 2025, 'unit': 'Einw'}];;Aeschi b. Spiez;[3703];0;Aeschi bei Spiez;562;BE;7.694;46.66;de
24;Aeschi (SO);SO;/Articles/001119/?language=de;1247;[{'year': 1684, 'pop': 168, 'unit': 'Einw'}, {'year': 1798, 'pop': 255, 'unit': 'Einw'}, {'year': 1850, 'pop': 430, 'unit': 'Einw'}, {'year': 1900, 'pop': 346, 'unit': 'Einw'}, {'year': 1950, 'pop': 486, 'unit': 'Einw'}, {'year': 1990, 'pop': 862, 'unit': 'Einw'}, {'year': 2000, 'pop': 1015, 'unit': 'Einw'}];[{'year': 1684, 'pop': 168, 'unit': 'Einw'}, {'year': 1798, 'pop': 255, 'unit': 'Einw'}, {'year': 1850, 'pop': 430, 'unit': 'Einw'}, {'year': 1900, 'pop': 346, 'unit': 'Einw'}, {'year': 1950, 'pop': 486, 'unit': 'Einw'}, {'year': 1990, 'pop': 862, 'unit': 'Einw'}, {'year': 2000, 'pop': 1015, 'unit': 'Einw'}];;Aeschi SO;[4556];0;Aeschi (SO);2511;SO;7.6610000000000005;47.181999999999995;de
25;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;[{'year': 1695, 'pop': 408, 'unit': 'Einw'}, {'year': 1800, 'pop': 573, 'unit': 'Einw'}, {'year': 1900, 'pop': 607, 'unit': 'Einw'}, {'year': 1950, 'pop': 650, 'unit': 'Einw'}, {'year': 2000, 'pop': 1544, 'unit': 'Einw'}, {'year': 1454, 'pop': 50, 'unit': 'Einw'}, {'year': 1850, 'pop': 647, 'unit': 'Einw'}];[{'year': 1695, 'pop': 408, 'unit': 'Einw'}, {'year': 1800, 'pop': 573, 'unit': 'Einw'}, {'year': 1900, 'pop': 607, 'unit': 'Einw'}, {'year': 1950, 'pop': 650, 'unit': 'Einw'}, {'year': 2000, 'pop': 1544, 'unit': 'Einw'}, {'year': 1454, 'pop': 50, 'unit': 'Einw'}, {'year': 1850, 'pop': 647, 'unit': 'Einw'}];;Aeugst am Albis;[8914];0;Aeugst am Albis;1;ZH;8.488;47.266999999999996;de
26;Affoltern am Albis;ZH;/Articles/000002/?language=de;1190;[{'year': 1736, 'pop': 1060, 'unit': 'Einw'}, {'year': 1850, 'pop': 1855, 'unit': 'Einw'}, {'year': 1900, 'pop': 2779, 'unit': 'Einw'}, {'year': 1950, 'pop': 3484, 'unit': 'Einw'}, {'year': 2000, 'pop': 10314, 'unit': 'Einw'}];[{'year': 1736, 'pop': 1060, 'unit': 'Einw'}, {'year': 1850, 'pop': 1855, 'unit': 'Einw'}, {'year': 1900, 'pop': 2779, 'unit': 'Einw'}, {'year': 1950, 'pop': 3484, 'unit': 'Einw'}, {'year': 2000, 'pop': 10314, 'unit': 'Einw'}];"""Bis ins 17. Jh. 100-250 Einw.;"" -> what to do with that?
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined";Affoltern am Albis;[8910];0;Affoltern am Albis;2;ZH;8.449;47.278999999999996;de
27;Affoltern im Emmental;BE;/Articles/000547/?language=de;1261;[{'year': 1764, 'pop': 758, 'unit': 'Einw'}, {'year': 1850, 'pop': 1140, 'unit': 'Einw'}, {'year': 1900, 'pop': 1142, 'unit': 'Einw'}, {'year': 1950, 'pop': 1237, 'unit': 'Einw'}, {'year': 2000, 'pop': 1212, 'unit': 'Einw'}];[{'year': 1764, 'pop': 758, 'unit': 'Einw'}, {'year': 1850, 'pop': 1140, 'unit': 'Einw'}, {'year': 1900, 'pop': 1142, 'unit': 'Einw'}, {'year': 1950, 'pop': 1237, 'unit': 'Einw'}, {'year': 2000, 'pop': 1212, 'unit': 'Einw'}];"undefined
weird post-1850 units:  1'237
weird post-1850 units:  1'237";Affoltern im Emmental;[3416];0;Affoltern im Emmental;951;BE;7.733;47.067;de
28;Agarn;VS;/Articles/002711/?language=de;1252;[{'year': 1850, 'pop': 186, 'unit': 'Einw'}, {'year': 1900, 'pop': 279, 'unit': 'Einw'}, {'year': 1950, 'pop': 479, 'unit': 'Einw'}, {'year': 2000, 'pop': 758, 'unit': 'Einw'}, {'year': 1703, 'pop': 100, 'unit': 'Einw'}];[{'year': 1850, 'pop': 186, 'unit': 'Einw'}, {'year': 1900, 'pop': 279, 'unit': 'Einw'}, {'year': 1950, 'pop': 479, 'unit': 'Einw'}, {'year': 2000, 'pop': 758, 'unit': 'Einw'}, {'year': 1703, 'pop': 100, 'unit': 'Einw'}];;Agarn;[3951];0;Agarn;6101;VS;7.662999999999999;46.297;de
29;Agno;TI;/Articles/002130/?language=de;818;[{'year': 1591, 'pop': 790, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1801, 'pop': 575, 'unit': 'Einw'}, {'year': 1850, 'pop': 911, 'unit': 'Einw'}, {'year': 1900, 'pop': 723, 'unit': 'Einw'}, {'year': 1950, 'pop': 909, 'unit': 'Einw'}, {'year': 2000, 'pop': 3655, 'unit': 'Einw'}];[{'year': 1591, 'pop': 158, 'unit': 'Haushalte'}, {'year': 1801, 'pop': 575, 'unit': 'Einw'}, {'year': 1850, 'pop': 911, 'unit': 'Einw'}, {'year': 1900, 'pop': 723, 'unit': 'Einw'}, {'year': 1950, 'pop': 909, 'unit': 'Einw'}, {'year': 2000, 'pop': 3655, 'unit': 'Einw'}];;Agno;[6982];0;Agno;5141;TI;8.898;45.998000000000005;it
30;Aire-la-Ville;GE;/Articles/002883/?language=de;1429;[{'year': 1693, 'pop': 149, 'unit': 'Einw'}, {'year': 1850, 'pop': 243, 'unit': 'Einw'}, {'year': 1900, 'pop': 186, 'unit': 'Einw'}, {'year': 1930, 'pop': 159, 'unit': 'Einw'}, {'year': 1950, 'pop': 169, 'unit': 'Einw'}, {'year': 2000, 'pop': 736, 'unit': 'Einw'}];[{'year': 1693, 'pop': 149, 'unit': 'Einw'}, {'year': 1850, 'pop': 243, 'unit': 'Einw'}, {'year': 1900, 'pop': 186, 'unit': 'Einw'}, {'year': 1930, 'pop': 159, 'unit': 'Einw'}, {'year': 1950, 'pop': 169, 'unit': 'Einw'}, {'year': 2000, 'pop': 736, 'unit': 'Einw'}];;Aire-la-Ville;[1288];0;Aire-la-Ville;6601;GE;6.042999999999999;46.191;fr
31;Airolo;TI;/Articles/002065/?language=de;200;[{'year': 1574, 'pop': 597, 'unit': 'Einw'}, {'year': 1682, 'pop': 1000, 'unit': 'Einw'}, {'year': 1785, 'pop': 1237, 'unit': 'Einw'}, {'year': 1850, 'pop': 1624, 'unit': 'Einw'}, {'year': 1880, 'pop': 3678, 'unit': 'Einw'}, {'year': 1900, 'pop': 1628, 'unit': 'Einw'}, {'year': 1950, 'pop': 1848, 'unit': 'Einw'}, {'year': 2000, 'pop': 1593, 'unit': 'Einw'}];[{'year': 1574, 'pop': 597, 'unit': 'Einw'}, {'year': 1682, 'pop': 1000, 'unit': 'Einw'}, {'year': 1785, 'pop': 1237, 'unit': 'Einw'}, {'year': 1850, 'pop': 1624, 'unit': 'Einw'}, {'year': 1880, 'pop': 3678, 'unit': 'Einw'}, {'year': 1900, 'pop': 1628, 'unit': 'Einw'}, {'year': 1950, 'pop': 1848, 'unit': 'Einw'}, {'year': 2000, 'pop': 1593, 'unit': 'Einw'}];"undefined
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)";Airolo;[6780];0;Airolo;5061;TI;8.609;46.528999999999996;it
32;Alberswil;LU;/Articles/000660/?language=de;1220;[{'year': 1798, 'pop': 279, 'unit': 'Einw'}, {'year': 1816, 'pop': 397, 'unit': 'Einw'}, {'year': 1850, 'pop': 429, 'unit': 'Einw'}, {'year': 1900, 'pop': 439, 'unit': 'Einw'}, {'year': 1950, 'pop': 403, 'unit': 'Einw'}, {'year': 2000, 'pop': 523, 'unit': 'Einw'}, {'year': 1695, 'pop': 198, 'unit': 'Einw'}];[{'year': 1798, 'pop': 279, 'unit': 'Einw'}, {'year': 1816, 'pop': 397, 'unit': 'Einw'}, {'year': 1850, 'pop': 429, 'unit': 'Einw'}, {'year': 1900, 'pop': 439, 'unit': 'Einw'}, {'year': 1950, 'pop': 403, 'unit': 'Einw'}, {'year': 2000, 'pop': 523, 'unit': 'Einw'}, {'year': 1695, 'pop': 198, 'unit': 'Einw'}];;Alberswil;[6248];0;Alberswil;1121;LU;7.997000000000001;47.15;de
33;Albinen;VS;/Articles/002712/?language=de;1224;[{'year': 1850, 'pop': 370, 'unit': 'Einw'}, {'year': 1900, 'pop': 380, 'unit': 'Einw'}, {'year': 1950, 'pop': 323, 'unit': 'Einw'}, {'year': 2000, 'pop': 261, 'unit': 'Einw'}];[{'year': 1850, 'pop': 370, 'unit': 'Einw'}, {'year': 1900, 'pop': 380, 'unit': 'Einw'}, {'year': 1950, 'pop': 323, 'unit': 'Einw'}, {'year': 2000, 'pop': 261, 'unit': 'Einw'}];;Albinen;[3955];0;Albinen;6102;VS;7.632999999999999;46.34;de
34;Albula/Alvra;GR;/Articles/050101/?language=de;2015;[];[];fusion no data;Valbella;[7077];0;Vaz/Obervaz;3506;GR;9.554;46.748000000000005;rm
35;Alchenstorf;BE;/Articles/000239/?language=de;1221;[{'year': 1764, 'pop': 246, 'unit': 'Einw'}, {'year': 1850, 'pop': 648, 'unit': 'Einw'}, {'year': 1900, 'pop': 615, 'unit': 'Einw'}, {'year': 1950, 'pop': 630, 'unit': 'Einw'}, {'year': 2000, 'pop': 551, 'unit': 'Einw'}];[{'year': 1764, 'pop': 246, 'unit': 'Einw'}, {'year': 1850, 'pop': 648, 'unit': 'Einw'}, {'year': 1900, 'pop': 615, 'unit': 'Einw'}, {'year': 1950, 'pop': 630, 'unit': 'Einw'}, {'year': 2000, 'pop': 551, 'unit': 'Einw'}];;Alchenstorf;[3473];0;Alchenstorf;402;BE;7.638999999999999;47.126000000000005;de
36;Alle;JU;/Articles/006440/?language=de;1136;[{'year': 1809, 'pop': 696, 'unit': 'Einw'}, {'year': 1850, 'pop': 918, 'unit': 'Einw'}, {'year': 1900, 'pop': 1238, 'unit': 'Einw'}, {'year': 1950, 'pop': 1371, 'unit': 'Einw'}, {'year': 1970, 'pop': 1615, 'unit': 'Einw'}, {'year': 2000, 'pop': 1542, 'unit': 'Einw'}];[{'year': 1809, 'pop': 696, 'unit': 'Einw'}, {'year': 1850, 'pop': 918, 'unit': 'Einw'}, {'year': 1900, 'pop': 1238, 'unit': 'Einw'}, {'year': 1950, 'pop': 1371, 'unit': 'Einw'}, {'year': 1970, 'pop': 1615, 'unit': 'Einw'}, {'year': 2000, 'pop': 1542, 'unit': 'Einw'}];;Alle;[2942];0;Alle;6771;JU;7.129;47.427;fr
37;Allmendingen;BE;/Articles/008310/?language=de;1256;[{'year': 1888, 'pop': 300, 'unit': 'Einw'}, {'year': 2000, 'pop': 495, 'unit': 'Einw'}];[{'year': 1888, 'pop': 300, 'unit': 'Einw'}, {'year': 2000, 'pop': 495, 'unit': 'Einw'}];;Allmendingen b. Bern;[3112];0;Allmendingen;630;BE;7.524;46.915;de
38;Allschwil;BL;/Articles/001190/?language=de;1004;[{'year': 1578, 'pop': 341, 'unit': 'Einw'}, {'year': 1771, 'pop': 754, 'unit': 'Einw'}, {'year': 1850, 'pop': 1007, 'unit': 'Einw'}, {'year': 1900, 'pop': 3096, 'unit': 'Einw'}, {'year': 1950, 'pop': 7900, 'unit': 'Einw'}, {'year': 1970, 'pop': 17638, 'unit': 'Einw'}, {'year': 2000, 'pop': 18131, 'unit': 'Einw'}];[{'year': 1578, 'pop': 341, 'unit': 'Einw'}, {'year': 1771, 'pop': 754, 'unit': 'Einw'}, {'year': 1850, 'pop': 1007, 'unit': 'Einw'}, {'year': 1900, 'pop': 3096, 'unit': 'Einw'}, {'year': 1950, 'pop': 7900, 'unit': 'Einw'}, {'year': 1970, 'pop': 17638, 'unit': 'Einw'}, {'year': 2000, 'pop': 18131, 'unit': 'Einw'}];;Allschwil;[4123];0;Allschwil;2762;BL;7.5360000000000005;47.551;de
39;Alpnach;OW;/Articles/000740/?language=de;870;[{'year': 1799, 'pop': 1157, 'unit': 'Einw'}, {'year': 1850, 'pop': 1622, 'unit': 'Einw'}, {'year': 1900, 'pop': 1779, 'unit': 'Einw'}, {'year': 1950, 'pop': 3022, 'unit': 'Einw'}, {'year': 2000, 'pop': 4932, 'unit': 'Einw'}];[{'year': 1799, 'pop': 1157, 'unit': 'Einw'}, {'year': 1850, 'pop': 1622, 'unit': 'Einw'}, {'year': 1900, 'pop': 1779, 'unit': 'Einw'}, {'year': 1950, 'pop': 3022, 'unit': 'Einw'}, {'year': 2000, 'pop': 4932, 'unit': 'Einw'}];;Alpnachstad;[6053];0;Alpnach;1401;OW;8.277000000000001;46.953;de
40;Alpthal;SZ;/Articles/000725/?language=de;1018;[{'year': 1850, 'pop': 390, 'unit': 'Einw'}, {'year': 1900, 'pop': 406, 'unit': 'Einw'}, {'year': 1950, 'pop': 312, 'unit': 'Einw'}, {'year': 2000, 'pop': 445, 'unit': 'Einw'}];[{'year': 1850, 'pop': 390, 'unit': 'Einw'}, {'year': 1900, 'pop': 406, 'unit': 'Einw'}, {'year': 1950, 'pop': 312, 'unit': 'Einw'}, {'year': 2000, 'pop': 445, 'unit': 'Einw'}];;Alpthal;[8849];0;Alpthal;1361;SZ;8.716000000000001;47.071000000000005;de
41;Altbüron;LU;/Articles/000661/?language=de;1194;[{'year': 1798, 'pop': 823, 'unit': 'Einw'}, {'year': 1850, 'pop': 1184, 'unit': 'Einw'}, {'year': 1900, 'pop': 767, 'unit': 'Einw'}, {'year': 1950, 'pop': 683, 'unit': 'Einw'}, {'year': 2000, 'pop': 883, 'unit': 'Einw'}, {'year': 1695, 'pop': 325, 'unit': 'Einw', 'original_unit': 'Steuerpflichtige', 'einw_conversion_factor': 5}, {'year': 1695, 'pop': 390, 'unit': 'Einw'}];[{'year': 1798, 'pop': 823, 'unit': 'Einw'}, {'year': 1850, 'pop': 1184, 'unit': 'Einw'}, {'year': 1900, 'pop': 767, 'unit': 'Einw'}, {'year': 1950, 'pop': 683, 'unit': 'Einw'}, {'year': 2000, 'pop': 883, 'unit': 'Einw'}, {'year': 1695, 'pop': 65, 'unit': 'Steuerpflichtige'}, {'year': 1695, 'pop': 390, 'unit': 'Einw'}];;Altbüron;[6147];0;Altbüron;1122;LU;7.882000000000001;47.18;de
42;Altdorf (UR);UR;/Articles/000690/?language=de;1223;[{'year': 1600, 'pop': 3100, 'unit': 'Einw'}, {'year': 1629, 'pop': 1500, 'unit': 'Einw'}, {'year': 1650, 'pop': 3000, 'unit': 'Einw'}, {'year': 1743, 'pop': 3025, 'unit': 'Einw'}, {'year': 1799, 'pop': 2000, 'unit': 'Einw'}, {'year': 1837, 'pop': 1903, 'unit': 'Einw'}, {'year': 1850, 'pop': 2112, 'unit': 'Einw'}, {'year': 1910, 'pop': 3854, 'unit': 'Einw'}, {'year': 1950, 'pop': 6576, 'unit': 'Einw'}, {'year': 1990, 'pop': 8282, 'unit': 'Einw'}];[{'year': 1600, 'pop': 3100, 'unit': 'Einw'}, {'year': 1629, 'pop': 1500, 'unit': 'Einw'}, {'year': 1650, 'pop': 3000, 'unit': 'Einw'}, {'year': 1743, 'pop': 3025, 'unit': 'Einw'}, {'year': 1799, 'pop': 2000, 'unit': 'Einw'}, {'year': 1837, 'pop': 1903, 'unit': 'Einw'}, {'year': 1850, 'pop': 2112, 'unit': 'Einw'}, {'year': 1910, 'pop': 3854, 'unit': 'Einw'}, {'year': 1950, 'pop': 6576, 'unit': 'Einw'}, {'year': 1990, 'pop': 8282, 'unit': 'Einw'}];"Data in table
weird post-1850 units: % Zu-";Altdorf UR;[6460];0;Altdorf (UR);1201;UR;8.642000000000001;46.883;de
43;Altendorf;SZ;/Articles/000716/?language=de;972;[{'year': 1743, 'pop': 745, 'unit': 'Einw'}, {'year': 1799, 'pop': 978, 'unit': 'Einw'}, {'year': 1850, 'pop': 1403, 'unit': 'Einw'}, {'year': 1900, 'pop': 1279, 'unit': 'Einw'}, {'year': 1950, 'pop': 2079, 'unit': 'Einw'}, {'year': 1970, 'pop': 2348, 'unit': 'Einw'}, {'year': 2000, 'pop': 4638, 'unit': 'Einw'}];[{'year': 1743, 'pop': 745, 'unit': 'Einw'}, {'year': 1799, 'pop': 978, 'unit': 'Einw'}, {'year': 1850, 'pop': 1403, 'unit': 'Einw'}, {'year': 1900, 'pop': 1279, 'unit': 'Einw'}, {'year': 1950, 'pop': 2079, 'unit': 'Einw'}, {'year': 1970, 'pop': 2348, 'unit': 'Einw'}, {'year': 2000, 'pop': 4638, 'unit': 'Einw'}];;Altendorf;[8852];0;Altendorf;1341;SZ;8.831;47.192;de
44;Alterswil;FR;/Articles/001023/?language=de;1148;[{'year': 1831, 'pop': 973, 'unit': 'Einw'}, {'year': 1850, 'pop': 1002, 'unit': 'Einw'}, {'year': 1900, 'pop': 1365, 'unit': 'Einw'}, {'year': 1950, 'pop': 1613, 'unit': 'Einw'}, {'year': 1970, 'pop': 1532, 'unit': 'Einw'}, {'year': 2000, 'pop': 1881, 'unit': 'Einw'}];[{'year': 1831, 'pop': 973, 'unit': 'Einw'}, {'year': 1850, 'pop': 1002, 'unit': 'Einw'}, {'year': 1900, 'pop': 1365, 'unit': 'Einw'}, {'year': 1950, 'pop': 1613, 'unit': 'Einw'}, {'year': 1970, 'pop': 1532, 'unit': 'Einw'}, {'year': 2000, 'pop': 1881, 'unit': 'Einw'}];;Alterswil FR;[1715];0;Alterswil;2291;FR;7.2589999999999995;46.79600000000001;de
45;Altikon;ZH;/Articles/000138/?language=de;1277;[{'year': 1836, 'pop': 400, 'unit': 'Einw'}, {'year': 1850, 'pop': 452, 'unit': 'Einw'}, {'year': 1950, 'pop': 471, 'unit': 'Einw'}, {'year': 2000, 'pop': 613, 'unit': 'Einw'}, {'year': 1467, 'pop': 100, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1467, 'pop': 310, 'unit': 'Einw', 'original_unit': 'Erwachsenen', 'einw_conversion_factor': 5}, {'year': 1900, 'pop': 415, 'unit': 'Einw'}];[{'year': 1836, 'pop': 400, 'unit': 'Einw'}, {'year': 1850, 'pop': 452, 'unit': 'Einw'}, {'year': 1950, 'pop': 471, 'unit': 'Einw'}, {'year': 2000, 'pop': 613, 'unit': 'Einw'}, {'year': 1467, 'pop': 20, 'unit': 'Haushalte'}, {'year': 1467, 'pop': 62, 'unit': 'Erwachsenen'}, {'year': 1900, 'pop': 415, 'unit': 'Einw'}];;Altikon;[8479];0;Altikon;211;ZH;8.785;47.575;de
46;Alto Malcantone;TI;/Articles/049439/?language=de;2005;[{'year': 2010, 'pop': 1316, 'unit': 'Einw'}];[{'year': 2010, 'pop': 1316, 'unit': 'Einwohner'}];;Ponto Valentino;[6724];0;Acquarossa;5048;TI;8.935;46.483000000000004;it
47;Altstätten;SG;/Articles/001340/?language=de;853;[{'year': 1850, 'pop': 6492, 'unit': 'Einw'}, {'year': 1900, 'pop': 8724, 'unit': 'Einw'}, {'year': 1950, 'pop': 8603, 'unit': 'Einw'}, {'year': 2000, 'pop': 10381, 'unit': 'Einw'}, {'year': 1800, 'pop': 4900, 'unit': 'Einw'}];[{'year': 1850, 'pop': 6492, 'unit': 'Einw'}, {'year': 1900, 'pop': 8724, 'unit': 'Einw'}, {'year': 1950, 'pop': 8603, 'unit': 'Einw'}, {'year': 2000, 'pop': 10381, 'unit': 'Einw'}, {'year': 1800, 'pop': 4900, 'unit': 'Einw'}];;Altstätten SG;[9450];0;Altstätten;3251;SG;9.541;47.378;de
48;Altwis;LU;/Articles/000593/?language=de;1113;[{'year': 1680, 'pop': 214, 'unit': 'Einw'}, {'year': 1798, 'pop': 330, 'unit': 'Einw'}, {'year': 1850, 'pop': 372, 'unit': 'Einw'}, {'year': 1870, 'pop': 422, 'unit': 'Einw'}, {'year': 1900, 'pop': 349, 'unit': 'Einw'}, {'year': 1920, 'pop': 297, 'unit': 'Einw'}, {'year': 1950, 'pop': 350, 'unit': 'Einw'}, {'year': 1970, 'pop': 295, 'unit': 'Einw'}, {'year': 2000, 'pop': 354, 'unit': 'Einw'}];[{'year': 1680, 'pop': 214, 'unit': 'Einw'}, {'year': 1798, 'pop': 330, 'unit': 'Einw'}, {'year': 1850, 'pop': 372, 'unit': 'Einw'}, {'year': 1870, 'pop': 422, 'unit': 'Einw'}, {'year': 1900, 'pop': 349, 'unit': 'Einw'}, {'year': 1920, 'pop': 297, 'unit': 'Einw'}, {'year': 1950, 'pop': 350, 'unit': 'Einw'}, {'year': 1970, 'pop': 295, 'unit': 'Einw'}, {'year': 2000, 'pop': 354, 'unit': 'Einw'}];;Altwis;[6286];0;Altwis;1022;LU;8.248;47.238;de
49;Amden;SG;/Articles/001360/?language=de;1178;[{'year': 1800, 'pop': 1350, 'unit': 'Einw'}, {'year': 1834, 'pop': 1644, 'unit': 'Einw'}, {'year': 1850, 'pop': 1524, 'unit': 'Einw'}, {'year': 1900, 'pop': 1229, 'unit': 'Einw'}, {'year': 1950, 'pop': 1372, 'unit': 'Einw'}, {'year': 2000, 'pop': 1593, 'unit': 'Einw'}];[{'year': 1800, 'pop': 1350, 'unit': 'Einw'}, {'year': 1834, 'pop': 1644, 'unit': 'Einw'}, {'year': 1850, 'pop': 1524, 'unit': 'Einw'}, {'year': 1900, 'pop': 1229, 'unit': 'Einw'}, {'year': 1950, 'pop': 1372, 'unit': 'Einw'}, {'year': 2000, 'pop': 1593, 'unit': 'Einw'}];;Amden;[8873];0;Amden;3311;SG;9.146;47.15;de
50;Ammerswil;AG;/Articles/001756/?language=de;924;[{'year': 1798, 'pop': 208, 'unit': 'Einw'}, {'year': 1850, 'pop': 295, 'unit': 'Einw'}, {'year': 1900, 'pop': 332, 'unit': 'Einw'}, {'year': 1950, 'pop': 298, 'unit': 'Einw'}, {'year': 2000, 'pop': 609, 'unit': 'Einw'}, {'year': 1650, 'pop': 100, 'unit': 'Einw'}];[{'year': 1798, 'pop': 208, 'unit': 'Einw'}, {'year': 1850, 'pop': 295, 'unit': 'Einw'}, {'year': 1900, 'pop': 332, 'unit': 'Einw'}, {'year': 1950, 'pop': 298, 'unit': 'Einw'}, {'year': 2000, 'pop': 609, 'unit': 'Einw'}, {'year': 1650, 'pop': 100, 'unit': 'Einw'}];;Ammerswil AG;[5600];3;Ammerswil;4191;AG;8.209;47.371;de
51;Amsoldingen;BE;/Articles/000520/?language=de;1175;[{'year': 1764, 'pop': 328, 'unit': 'Einw'}, {'year': 1850, 'pop': 658, 'unit': 'Einw'}, {'year': 1900, 'pop': 553, 'unit': 'Einw'}, {'year': 1910, 'pop': 497, 'unit': 'Einw'}, {'year': 1950, 'pop': 592, 'unit': 'Einw'}, {'year': 1980, 'pop': 569, 'unit': 'Einw'}, {'year': 2000, 'pop': 767, 'unit': 'Einw'}];[{'year': 1764, 'pop': 328, 'unit': 'Einw'}, {'year': 1850, 'pop': 658, 'unit': 'Einw'}, {'year': 1900, 'pop': 553, 'unit': 'Einw'}, {'year': 1910, 'pop': 497, 'unit': 'Einw'}, {'year': 1950, 'pop': 592, 'unit': 'Einw'}, {'year': 1980, 'pop': 569, 'unit': 'Einw'}, {'year': 2000, 'pop': 767, 'unit': 'Einw'}];;Amsoldingen;[3633];0;Amsoldingen;921;BE;7.579;46.727;de
52;Andeer;GR;/Articles/001501/?language=de;1208;[{'year': 1803, 'pop': 402, 'unit': 'Einw'}, {'year': 1850, 'pop': 591, 'unit': 'Einw'}, {'year': 1880, 'pop': 601, 'unit': 'Einw'}, {'year': 1900, 'pop': 499, 'unit': 'Einw'}, {'year': 1950, 'pop': 631, 'unit': 'Einw'}, {'year': 1960, 'pop': 988, 'unit': 'Einw'}, {'year': 1980, 'pop': 582, 'unit': 'Einw'}, {'year': 2000, 'pop': 669, 'unit': 'Einw'}];[{'year': 1803, 'pop': 402, 'unit': 'Einw'}, {'year': 1850, 'pop': 591, 'unit': 'Einw'}, {'year': 1880, 'pop': 601, 'unit': 'Einw'}, {'year': 1900, 'pop': 499, 'unit': 'Einw'}, {'year': 1950, 'pop': 631, 'unit': 'Einw'}, {'year': 1960, 'pop': 988, 'unit': 'Einw'}, {'year': 1980, 'pop': 582, 'unit': 'Einw'}, {'year': 2000, 'pop': 669, 'unit': 'Einw'}];;Andeer;[7440];0;Andeer;3701;GR;9.425;46.602;rm
53;Andelfingen;ZH;/Articles/000024/?language=de;759;[{'year': 1467, 'pop': 290, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1634, 'pop': 413, 'unit': 'Einw'}, {'year': 1850, 'pop': 730, 'unit': 'Einw'}, {'year': 1900, 'pop': 855, 'unit': 'Einw'}, {'year': 1950, 'pop': 931, 'unit': 'Einw'}, {'year': 1980, 'pop': 1658, 'unit': 'Einw'}, {'year': 2000, 'pop': 1644, 'unit': 'Einw'}];[{'year': 1467, 'pop': 58, 'unit': 'Haushalte'}, {'year': 1634, 'pop': 413, 'unit': 'Einw'}, {'year': 1850, 'pop': 730, 'unit': 'Einw'}, {'year': 1900, 'pop': 855, 'unit': 'Einw'}, {'year': 1950, 'pop': 931, 'unit': 'Einw'}, {'year': 1980, 'pop': 1658, 'unit': 'Einw'}, {'year': 2000, 'pop': 1644, 'unit': 'Einw'}];;Andelfingen;[8450];0;Andelfingen;30;ZH;8.679;47.595;de
