;year;pop;unit;name;canton;url;firstmention;notes
74;1416;600;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
75;1764;1751;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
76;1803;2001;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
77;1850;2054;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
78;1900;3025;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
79;1930;3840;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
80;1950;3381;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
81;1980;2872;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
82;1990;3110;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
83;2000;2949;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
84;1764;2400;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080;hab+foyer data!, unclear population count (with or without l'etivaz), 
85;1850;2011;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
86;1900;2243;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
87;1950;2916;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
88;1980;5884;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
89;2000;8270;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
90;1416;1000;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
91;1550;955;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
92;1764;2045;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
93;1798;2433;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
94;1550;902;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
95;1764;1780;Einw;Lutry;VD;/Articles/002420/?language=de;908;hab+foyer data!, with or without Savigny, 
96;1416;50;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
97;1453;40;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
98;1570;100;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
99;1684;225;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
100;1764;253;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
101;1850;530;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
102;1900;717;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
103;1950;929;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
104;2000;871;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
105;1764;400;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228;hab+foyer data!, 
106;1409;155;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
107;1550;125;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
108;1764;249;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
109;1850;387;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
110;1900;373;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
111;1910;395;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
112;1950;289;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
113;2000;247;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
114;1764;260;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154;hab+foyer data!, 
115;1429;70;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
116;1764;107;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
117;1850;121;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
118;1900;168;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
119;1950;182;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
120;1960;201;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
121;2000;865;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
122;1764;125;Einw;Borex;VD;/Articles/002498/?language=de;1135;hab+foyer data!, 
123;1404;85;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
124;1550;80;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
125;1764;252;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
126;1798;265;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
127;1850;320;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
128;1900;249;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
129;1950;293;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
130;1980;205;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
131;2000;320;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
132;1764;235;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154;hab+foyer data!, 
133;1416;300;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
134;1453;200;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
135;1764;218;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
136;1850;306;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
137;1900;308;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
138;1950;244;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
139;1960;365;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
140;1980;262;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
141;2000;334;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
142;1764;270;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160;hab+foyer data!, 
143;1396;75;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
144;1529;50;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
145;1550;105;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
146;1764;205;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
147;1803;232;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
148;1850;292;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
149;1900;178;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
150;1950;144;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
151;1970;138;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
152;2000;208;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
153;1764;260;Einw;Premier;VD;/Articles/002542/?language=de;1316;hab+foyer data!, 
154;1764;626;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
155;1798;818;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
156;1850;1113;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
157;1900;2339;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
158;1950;6989;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
159;1960;12505;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
160;2000;16034;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
161;1764;705;Einw;Pully;VD;/Articles/002412/?language=de;994;hab+foyer data!, 
162;1409;120;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
163;1550;170;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
164;1764;251;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
165;1850;390;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
166;1900;354;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
167;1950;325;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
168;2000;345;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
169;1764;310;Einw;Suchy;VD;/Articles/002650/?language=de;885;hab+foyer data!, 
170;1389;35;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
171;1550;85;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
172;1764;168;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
173;1803;147;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
174;1850;252;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
175;1900;201;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
176;1950;173;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
177;2000;170;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
178;1764;125;Einw;Ursins;VD;/Articles/002653/?language=de;1008;hab+foyer data!, 
179;1764;1244;Einw;Blonay;VD;/Articles/002612/?language=de;861;1764 count includes saint-légier, 
180;1798;800;Einw;Blonay;VD;/Articles/002612/?language=de;861;1764 count includes saint-légier, 
181;1850;832;Einw;Blonay;VD;/Articles/002612/?language=de;861;1764 count includes saint-légier, 
182;1900;1048;Einw;Blonay;VD;/Articles/002612/?language=de;861;1764 count includes saint-légier, 
183;1950;1351;Einw;Blonay;VD;/Articles/002612/?language=de;861;1764 count includes saint-légier, 
184;2000;4695;Einw;Blonay;VD;/Articles/002612/?language=de;861;1764 count includes saint-légier, 
185;1416;100;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)"
186;1764;209;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)"
187;1860;168;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)"
188;1960;184;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)"
189;1990;285;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)"
190;2000;337;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)"
191;1764;189;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
192;1850;342;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
193;1900;335;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
194;1910;369;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
195;1950;268;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
196;1980;180;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
197;2000;197;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
198;1406;115;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406;unclear date 1406/36?, 
199;1764;689;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
200;1798;896;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
201;1850;1096;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
202;1888;2676;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
203;1900;1195;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
204;1950;1535;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
205;1990;3282;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
206;2000;3200;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)"
207;1764;318;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
208;1798;364;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
209;1850;474;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
210;1900;663;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
211;1950;839;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
212;1980;891;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
213;2000;2289;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
214;1453;50;Einw;Etoy;VD;/Articles/002441/?language=de;1145;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453"
215;1695;252;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243;
216;1798;433;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243;
217;1850;608;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243;
218;1888;540;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243;
219;1900;575;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243;
220;1950;712;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243;
221;2000;5010;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243;
222;1634;315;Einw;Adliswil;ZH;/Articles/000094/?language=de;1050;Daten ohne oder mit Oberleimbach und Sood?
223;1836;941;Einw;Adliswil;ZH;/Articles/000094/?language=de;1050;Daten ohne oder mit Oberleimbach und Sood?
224;1900;4714;Einw;Adliswil;ZH;/Articles/000094/?language=de;1050;Daten ohne oder mit Oberleimbach und Sood?
225;1941;5105;Einw;Adliswil;ZH;/Articles/000094/?language=de;1050;Daten ohne oder mit Oberleimbach und Sood?
226;1950;6240;Einw;Adliswil;ZH;/Articles/000094/?language=de;1050;Daten ohne oder mit Oberleimbach und Sood?
227;2000;15822;Einw;Adliswil;ZH;/Articles/000094/?language=de;1050;Daten ohne oder mit Oberleimbach und Sood?
228;1401;90;Einw;Adliswil;ZH;/Articles/000094/?language=de;1050;Daten ohne oder mit Oberleimbach und Sood?
229;1739;248;Einw;Aedermannsdorf;SO;/Articles/001065/?language=de;1308;
230;1798;373;Einw;Aedermannsdorf;SO;/Articles/001065/?language=de;1308;
231;1850;486;Einw;Aedermannsdorf;SO;/Articles/001065/?language=de;1308;
232;1900;476;Einw;Aedermannsdorf;SO;/Articles/001065/?language=de;1308;
233;1950;542;Einw;Aedermannsdorf;SO;/Articles/001065/?language=de;1308;
234;2000;543;Einw;Aedermannsdorf;SO;/Articles/001065/?language=de;1308;
235;1764;191;Einw;Aefligen;BE;/Articles/000238/?language=de;1261;
236;1850;483;Einw;Aefligen;BE;/Articles/000238/?language=de;1261;
237;1900;490;Einw;Aefligen;BE;/Articles/000238/?language=de;1261;
238;1950;739;Einw;Aefligen;BE;/Articles/000238/?language=de;1261;
239;2000;1014;Einw;Aefligen;BE;/Articles/000238/?language=de;1261;
240;1764;164;Einw;Aegerten;BE;/Articles/000434/?language=de;1225;
241;1850;346;Einw;Aegerten;BE;/Articles/000434/?language=de;1225;
242;1900;577;Einw;Aegerten;BE;/Articles/000434/?language=de;1225;
243;1950;716;Einw;Aegerten;BE;/Articles/000434/?language=de;1225;
244;1960;1009;Einw;Aegerten;BE;/Articles/000434/?language=de;1225;
245;2000;1663;Einw;Aegerten;BE;/Articles/000434/?language=de;1225;
246;1586;240;Einw;Aesch (BL);BL;/Articles/001189/?language=de;1252;
247;1771;655;Einw;Aesch (BL);BL;/Articles/001189/?language=de;1252;
248;1815;787;Einw;Aesch (BL);BL;/Articles/001189/?language=de;1252;
249;1850;998;Einw;Aesch (BL);BL;/Articles/001189/?language=de;1252;
250;1900;1867;Einw;Aesch (BL);BL;/Articles/001189/?language=de;1252;
251;1950;3149;Einw;Aesch (BL);BL;/Articles/001189/?language=de;1252;
252;2000;9735;Einw;Aesch (BL);BL;/Articles/001189/?language=de;1252;
253;1678;176;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
254;1798;584;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
255;1837;876;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
256;1888;627;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
257;1900;639;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
258;1950;642;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
259;1960;563;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
260;2000;950;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
261;1701;380;Einw;Aesch (LU);LU;/Articles/000592/?language=de;1150;Daten von Pfarrei, daten nur oder nicht nur für oberaesch
262;1764;804;Einw;Aeschi bei Spiez;BE;/Articles/000320/?language=de;1228;
263;1850;1251;Einw;Aeschi bei Spiez;BE;/Articles/000320/?language=de;1228;
264;1900;1409;Einw;Aeschi bei Spiez;BE;/Articles/000320/?language=de;1228;
265;1950;1364;Einw;Aeschi bei Spiez;BE;/Articles/000320/?language=de;1228;
266;2000;2025;Einw;Aeschi bei Spiez;BE;/Articles/000320/?language=de;1228;
267;1684;168;Einw;Aeschi (SO);SO;/Articles/001119/?language=de;1247;
268;1798;255;Einw;Aeschi (SO);SO;/Articles/001119/?language=de;1247;
269;1850;430;Einw;Aeschi (SO);SO;/Articles/001119/?language=de;1247;
270;1900;346;Einw;Aeschi (SO);SO;/Articles/001119/?language=de;1247;
271;1950;486;Einw;Aeschi (SO);SO;/Articles/001119/?language=de;1247;
272;1990;862;Einw;Aeschi (SO);SO;/Articles/001119/?language=de;1247;
273;2000;1015;Einw;Aeschi (SO);SO;/Articles/001119/?language=de;1247;
274;1695;408;Einw;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;
275;1800;573;Einw;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;
276;1900;607;Einw;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;
277;1950;650;Einw;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;
278;2000;1544;Einw;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;
279;1454;50;Einw;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;
280;1850;647;Einw;Aeugst am Albis;ZH;/Articles/000001/?language=de;876;
281;1736;1060;Einw;Affoltern am Albis;ZH;/Articles/000002/?language=de;1190;"""Bis ins 17. Jh. 100-250 Einw.;"" -> what to do with that?
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
282;1850;1855;Einw;Affoltern am Albis;ZH;/Articles/000002/?language=de;1190;"""Bis ins 17. Jh. 100-250 Einw.;"" -> what to do with that?
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
283;1900;2779;Einw;Affoltern am Albis;ZH;/Articles/000002/?language=de;1190;"""Bis ins 17. Jh. 100-250 Einw.;"" -> what to do with that?
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
284;1950;3484;Einw;Affoltern am Albis;ZH;/Articles/000002/?language=de;1190;"""Bis ins 17. Jh. 100-250 Einw.;"" -> what to do with that?
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
285;2000;10314;Einw;Affoltern am Albis;ZH;/Articles/000002/?language=de;1190;"""Bis ins 17. Jh. 100-250 Einw.;"" -> what to do with that?
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
286;1764;758;Einw;Affoltern im Emmental;BE;/Articles/000547/?language=de;1261;"undefined
weird post-1850 units:  1'237
weird post-1850 units:  1'237"
287;1850;1140;Einw;Affoltern im Emmental;BE;/Articles/000547/?language=de;1261;"undefined
weird post-1850 units:  1'237
weird post-1850 units:  1'237"
288;1900;1142;Einw;Affoltern im Emmental;BE;/Articles/000547/?language=de;1261;"undefined
weird post-1850 units:  1'237
weird post-1850 units:  1'237"
289;1950;1237;Einw;Affoltern im Emmental;BE;/Articles/000547/?language=de;1261;"undefined
weird post-1850 units:  1'237
weird post-1850 units:  1'237"
290;2000;1212;Einw;Affoltern im Emmental;BE;/Articles/000547/?language=de;1261;"undefined
weird post-1850 units:  1'237
weird post-1850 units:  1'237"
291;1850;186;Einw;Agarn;VS;/Articles/002711/?language=de;1252;
292;1900;279;Einw;Agarn;VS;/Articles/002711/?language=de;1252;
293;1950;479;Einw;Agarn;VS;/Articles/002711/?language=de;1252;
294;2000;758;Einw;Agarn;VS;/Articles/002711/?language=de;1252;
295;1703;100;Einw;Agarn;VS;/Articles/002711/?language=de;1252;
296;1591;790;Einw;Agno;TI;/Articles/002130/?language=de;818;
297;1801;575;Einw;Agno;TI;/Articles/002130/?language=de;818;
298;1850;911;Einw;Agno;TI;/Articles/002130/?language=de;818;
299;1900;723;Einw;Agno;TI;/Articles/002130/?language=de;818;
300;1950;909;Einw;Agno;TI;/Articles/002130/?language=de;818;
301;2000;3655;Einw;Agno;TI;/Articles/002130/?language=de;818;
302;1693;149;Einw;Aire-la-Ville;GE;/Articles/002883/?language=de;1429;
303;1850;243;Einw;Aire-la-Ville;GE;/Articles/002883/?language=de;1429;
304;1900;186;Einw;Aire-la-Ville;GE;/Articles/002883/?language=de;1429;
305;1930;159;Einw;Aire-la-Ville;GE;/Articles/002883/?language=de;1429;
306;1950;169;Einw;Aire-la-Ville;GE;/Articles/002883/?language=de;1429;
307;2000;736;Einw;Aire-la-Ville;GE;/Articles/002883/?language=de;1429;
308;1574;597;Einw;Airolo;TI;/Articles/002065/?language=de;200;"undefined
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)"
309;1682;1000;Einw;Airolo;TI;/Articles/002065/?language=de;200;"undefined
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)"
310;1785;1237;Einw;Airolo;TI;/Articles/002065/?language=de;200;"undefined
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)"
311;1850;1624;Einw;Airolo;TI;/Articles/002065/?language=de;200;"undefined
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)"
312;1880;3678;Einw;Airolo;TI;/Articles/002065/?language=de;200;"undefined
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)"
313;1900;1628;Einw;Airolo;TI;/Articles/002065/?language=de;200;"undefined
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)
weird post-1850 units:  (Tunneldurchstich)"
