year;pop;unit;name;canton_x;url;firstmention;notes;place;zipcode;zusatzziffer;commune;bfsnr;canton_y;X;Y;language
1880;8383.0;Einw;Einsiedeln;SZ;/Articles/000710/?language=de;1073.0;;Einsiedeln;[8840];0.0;Einsiedeln;1301.0;SZ;8.75;47.128;de
1900;8496.0;Einw;Einsiedeln;SZ;/Articles/000710/?language=de;1073.0;;Einsiedeln;[8840];0.0;Einsiedeln;1301.0;SZ;8.75;47.128;de
1930;8053.0;Einw;Einsiedeln;SZ;/Articles/000710/?language=de;1073.0;;Einsiedeln;[8840];0.0;Einsiedeln;1301.0;SZ;8.75;47.128;de
1950;8423.0;Einw;Einsiedeln;SZ;/Articles/000710/?language=de;1073.0;;Einsiedeln;[8840];0.0;Einsiedeln;1301.0;SZ;8.75;47.128;de
1970;10020.0;Einw;Einsiedeln;SZ;/Articles/000710/?language=de;1073.0;;Einsiedeln;[8840];0.0;Einsiedeln;1301.0;SZ;8.75;47.128;de
1980;9629.0;Einw;Einsiedeln;SZ;/Articles/000710/?language=de;1073.0;;Einsiedeln;[8840];0.0;Einsiedeln;1301.0;SZ;8.75;47.128;de
2000;12622.0;Einw;Einsiedeln;SZ;/Articles/000710/?language=de;1073.0;;Einsiedeln;[8840];0.0;Einsiedeln;1301.0;SZ;8.75;47.128;de
1802;270.0;Einw;Eischoll;VS;/Articles/002759/?language=de;1250.0;;Eischoll;[3943];0.0;Eischoll;6194.0;VS;7.781000000000001;46.295;de
1850;340.0;Einw;Eischoll;VS;/Articles/002759/?language=de;1250.0;;Eischoll;[3943];0.0;Eischoll;6194.0;VS;7.781000000000001;46.295;de
1900;460.0;Einw;Eischoll;VS;/Articles/002759/?language=de;1250.0;;Eischoll;[3943];0.0;Eischoll;6194.0;VS;7.781000000000001;46.295;de
1950;523.0;Einw;Eischoll;VS;/Articles/002759/?language=de;1250.0;;Eischoll;[3943];0.0;Eischoll;6194.0;VS;7.781000000000001;46.295;de
2000;500.0;Einw;Eischoll;VS;/Articles/002759/?language=de;1250.0;;Eischoll;[3943];0.0;Eischoll;6194.0;VS;7.781000000000001;46.295;de
1798;107.0;Einw;Eisten;VS;/Articles/002805/?language=de;1299.0;;Eisten;[3922];2.0;Eisten;6282.0;VS;7.893;46.199;de
1850;177.0;Einw;Eisten;VS;/Articles/002805/?language=de;1299.0;;Eisten;[3922];2.0;Eisten;6282.0;VS;7.893;46.199;de
1900;250.0;Einw;Eisten;VS;/Articles/002805/?language=de;1299.0;;Eisten;[3922];2.0;Eisten;6282.0;VS;7.893;46.199;de
1950;400.0;Einw;Eisten;VS;/Articles/002805/?language=de;1299.0;;Eisten;[3922];2.0;Eisten;6282.0;VS;7.893;46.199;de
1960;454.0;Einw;Eisten;VS;/Articles/002805/?language=de;1299.0;;Eisten;[3922];2.0;Eisten;6282.0;VS;7.893;46.199;de
1970;330.0;Einw;Eisten;VS;/Articles/002805/?language=de;1299.0;;Eisten;[3922];2.0;Eisten;6282.0;VS;7.893;46.199;de
2000;226.0;Einw;Eisten;VS;/Articles/002805/?language=de;1299.0;;Eisten;[3922];2.0;Eisten;6282.0;VS;7.893;46.199;de
1764;144.0;Einw;Elfingen;AG;/Articles/001690/?language=de;1245.0;;Elfingen;[5077];0.0;Elfingen;4097.0;AG;8.099;47.507;de
1850;265.0;Einw;Elfingen;AG;/Articles/001690/?language=de;1245.0;;Elfingen;[5077];0.0;Elfingen;4097.0;AG;8.099;47.507;de
1900;217.0;Einw;Elfingen;AG;/Articles/001690/?language=de;1245.0;;Elfingen;[5077];0.0;Elfingen;4097.0;AG;8.099;47.507;de
1950;199.0;Einw;Elfingen;AG;/Articles/001690/?language=de;1245.0;;Elfingen;[5077];0.0;Elfingen;4097.0;AG;8.099;47.507;de
1980;165.0;Einw;Elfingen;AG;/Articles/001690/?language=de;1245.0;;Elfingen;[5077];0.0;Elfingen;4097.0;AG;8.099;47.507;de
2000;240.0;Einw;Elfingen;AG;/Articles/001690/?language=de;1245.0;;Elfingen;[5077];0.0;Elfingen;4097.0;AG;8.099;47.507;de
1382;642.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1467;440.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1532;587.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1634;1018.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1792;2103.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1804;656.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1836;1038.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1850;1182.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1900;1420.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1950;2184.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
2000;3593.0;Einw;Elgg;ZH;/Articles/000144/?language=de;760.0;;Elgg;[8353];0.0;Elgg;294.0;ZH;8.868;47.49;de
1634;321.0;Einw;Ellikon an der Thur;ZH;/Articles/000145/?language=de;1257.0;;Ellikon an der Thur;[8548];0.0;Ellikon an der Thur;218.0;ZH;8.825;47.562;de
1709;300.0;Einw;Ellikon an der Thur;ZH;/Articles/000145/?language=de;1257.0;;Ellikon an der Thur;[8548];0.0;Ellikon an der Thur;218.0;ZH;8.825;47.562;de
1850;441.0;Einw;Ellikon an der Thur;ZH;/Articles/000145/?language=de;1257.0;;Ellikon an der Thur;[8548];0.0;Ellikon an der Thur;218.0;ZH;8.825;47.562;de
1900;358.0;Einw;Ellikon an der Thur;ZH;/Articles/000145/?language=de;1257.0;;Ellikon an der Thur;[8548];0.0;Ellikon an der Thur;218.0;ZH;8.825;47.562;de
1950;437.0;Einw;Ellikon an der Thur;ZH;/Articles/000145/?language=de;1257.0;;Ellikon an der Thur;[8548];0.0;Ellikon an der Thur;218.0;ZH;8.825;47.562;de
2000;742.0;Einw;Ellikon an der Thur;ZH;/Articles/000145/?language=de;1257.0;;Ellikon an der Thur;[8548];0.0;Ellikon an der Thur;218.0;ZH;8.825;47.562;de
1467;60.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1634;188.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1771;479.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1836;896.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1850;909.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1900;1047.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1950;1348.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1960;1972.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
2000;2900.0;Einw;Elsau;ZH;/Articles/000146/?language=de;829.0;;Elsau;[8352];0.0;Elsau;219.0;ZH;8.802999999999999;47.506;de
1798;149.0;Einw;Embd;VS;/Articles/002806/?language=de;1211.0;;Embd;[3926];0.0;Embd;6283.0;VS;7.827999999999999;46.215;de
1850;204.0;Einw;Embd;VS;/Articles/002806/?language=de;1211.0;;Embd;[3926];0.0;Embd;6283.0;VS;7.827999999999999;46.215;de
1900;263.0;Einw;Embd;VS;/Articles/002806/?language=de;1211.0;;Embd;[3926];0.0;Embd;6283.0;VS;7.827999999999999;46.215;de
1941;431.0;Einw;Embd;VS;/Articles/002806/?language=de;1211.0;;Embd;[3926];0.0;Embd;6283.0;VS;7.827999999999999;46.215;de
1950;395.0;Einw;Embd;VS;/Articles/002806/?language=de;1211.0;;Embd;[3926];0.0;Embd;6283.0;VS;7.827999999999999;46.215;de
1970;420.0;Einw;Embd;VS;/Articles/002806/?language=de;1211.0;;Embd;[3926];0.0;Embd;6283.0;VS;7.827999999999999;46.215;de
2000;353.0;Einw;Embd;VS;/Articles/002806/?language=de;1211.0;;Embd;[3926];0.0;Embd;6283.0;VS;7.827999999999999;46.215;de
1850;1429.0;Einw;Embrach;ZH;/Articles/000044/?language=de;1044.0;;Embrach;[8424];0.0;Embrach;56.0;ZH;8.595;47.501000000000005;de
1900;1581.0;Einw;Embrach;ZH;/Articles/000044/?language=de;1044.0;;Embrach;[8424];0.0;Embrach;56.0;ZH;8.595;47.501000000000005;de
1950;1958.0;Einw;Embrach;ZH;/Articles/000044/?language=de;1044.0;;Embrach;[8424];0.0;Embrach;56.0;ZH;8.595;47.501000000000005;de
1960;2201.0;Einw;Embrach;ZH;/Articles/000044/?language=de;1044.0;;Embrach;[8424];0.0;Embrach;56.0;ZH;8.595;47.501000000000005;de
1980;5803.0;Einw;Embrach;ZH;/Articles/000044/?language=de;1044.0;;Embrach;[8424];0.0;Embrach;56.0;ZH;8.595;47.501000000000005;de
2000;7744.0;Einw;Embrach;ZH;/Articles/000044/?language=de;1044.0;;Embrach;[8424];0.0;Embrach;56.0;ZH;8.595;47.501000000000005;de
1456;150.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
1695;550.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
1798;1330.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
1850;1764.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
1900;3162.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
1950;11065.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
1970;22040.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
2000;26885.0;Einw;Emmen;LU;/Articles/000595/?language=de;840.0;;Emmen;[6032];0.0;Emmen;1024.0;LU;8.302;47.07899999999999;de
1743;378.0;Einw;Emmetten;NW;/Articles/000750/?language=de;1150.0;;Emmetten;[6376];0.0;Emmetten;1504.0;NW;8.523;46.956;de
1850;659.0;Einw;Emmetten;NW;/Articles/000750/?language=de;1150.0;;Emmetten;[6376];0.0;Emmetten;1504.0;NW;8.523;46.956;de
1860;603.0;Einw;Emmetten;NW;/Articles/000750/?language=de;1150.0;;Emmetten;[6376];0.0;Emmetten;1504.0;NW;8.523;46.956;de
1880;632.0;Einw;Emmetten;NW;/Articles/000750/?language=de;1150.0;;Emmetten;[6376];0.0;Emmetten;1504.0;NW;8.523;46.956;de
1900;593.0;Einw;Emmetten;NW;/Articles/000750/?language=de;1150.0;;Emmetten;[6376];0.0;Emmetten;1504.0;NW;8.523;46.956;de
1950;680.0;Einw;Emmetten;NW;/Articles/000750/?language=de;1150.0;;Emmetten;[6376];0.0;Emmetten;1504.0;NW;8.523;46.956;de
2000;1184.0;Einw;Emmetten;NW;/Articles/000750/?language=de;1150.0;;Emmetten;[6376];0.0;Emmetten;1504.0;NW;8.523;46.956;de
1799;1122.0;Einw;Endingen;AG;/Articles/001833/?language=de;798.0;;Endingen;[5304];0.0;Endingen;4305.0;AG;8.29;47.537;de
1850;1941.0;Einw;Endingen;AG;/Articles/001833/?language=de;798.0;;Endingen;[5304];0.0;Endingen;4305.0;AG;8.29;47.537;de
1900;1121.0;Einw;Endingen;AG;/Articles/001833/?language=de;798.0;;Endingen;[5304];0.0;Endingen;4305.0;AG;8.29;47.537;de
1910;1003.0;Einw;Endingen;AG;/Articles/001833/?language=de;798.0;;Endingen;[5304];0.0;Endingen;4305.0;AG;8.29;47.537;de
1950;1082.0;Einw;Endingen;AG;/Articles/001833/?language=de;798.0;;Endingen;[5304];0.0;Endingen;4305.0;AG;8.29;47.537;de
2000;1766.0;Einw;Endingen;AG;/Articles/001833/?language=de;798.0;;Endingen;[5304];0.0;Endingen;4305.0;AG;8.29;47.537;de
1818;290.0;Einw;Enfers, Les;JU;/Articles/002959/?language=de;1330.0;;Les Enfers;[2363];0.0;Les Enfers;6745.0;JU;7.044;47.288000000000004;fr
1850;203.0;Einw;Enfers, Les;JU;/Articles/002959/?language=de;1330.0;;Les Enfers;[2363];0.0;Les Enfers;6745.0;JU;7.044;47.288000000000004;fr
1870;287.0;Einw;Enfers, Les;JU;/Articles/002959/?language=de;1330.0;;Les Enfers;[2363];0.0;Les Enfers;6745.0;JU;7.044;47.288000000000004;fr
1900;194.0;Einw;Enfers, Les;JU;/Articles/002959/?language=de;1330.0;;Les Enfers;[2363];0.0;Les Enfers;6745.0;JU;7.044;47.288000000000004;fr
1930;164.0;Einw;Enfers, Les;JU;/Articles/002959/?language=de;1330.0;;Les Enfers;[2363];0.0;Les Enfers;6745.0;JU;7.044;47.288000000000004;fr
1950;196.0;Einw;Enfers, Les;JU;/Articles/002959/?language=de;1330.0;;Les Enfers;[2363];0.0;Les Enfers;6745.0;JU;7.044;47.288000000000004;fr
2000;130.0;Einw;Enfers, Les;JU;/Articles/002959/?language=de;1330.0;;Les Enfers;[2363];0.0;Les Enfers;6745.0;JU;7.044;47.288000000000004;fr
1709;678.0;Einw;Engelberg;OW;/Articles/000741/?language=de;1122.0;;Engelberg;[6390];0.0;Engelberg;1402.0;OW;8.404;46.816;de
1799;1468.0;Einw;Engelberg;OW;/Articles/000741/?language=de;1122.0;;Engelberg;[6390];0.0;Engelberg;1402.0;OW;8.404;46.816;de
1850;1737.0;Einw;Engelberg;OW;/Articles/000741/?language=de;1122.0;;Engelberg;[6390];0.0;Engelberg;1402.0;OW;8.404;46.816;de
1900;1973.0;Einw;Engelberg;OW;/Articles/000741/?language=de;1122.0;;Engelberg;[6390];0.0;Engelberg;1402.0;OW;8.404;46.816;de
1950;2544.0;Einw;Engelberg;OW;/Articles/000741/?language=de;1122.0;;Engelberg;[6390];0.0;Engelberg;1402.0;OW;8.404;46.816;de
2000;3544.0;Einw;Engelberg;OW;/Articles/000741/?language=de;1122.0;;Engelberg;[6390];0.0;Engelberg;1402.0;OW;8.404;46.816;de
1750;102.0;Einw;Enges;NE;/Articles/002849/?language=de;1178.0;;Enges;[2073];0.0;Enges;6453.0;NE;7.0120000000000005;47.056000000000004;fr
1850;230.0;Einw;Enges;NE;/Articles/002849/?language=de;1178.0;;Enges;[2073];0.0;Enges;6453.0;NE;7.0120000000000005;47.056000000000004;fr
1880;176.0;Einw;Enges;NE;/Articles/002849/?language=de;1178.0;;Enges;[2073];0.0;Enges;6453.0;NE;7.0120000000000005;47.056000000000004;fr
1900;204.0;Einw;Enges;NE;/Articles/002849/?language=de;1178.0;;Enges;[2073];0.0;Enges;6453.0;NE;7.0120000000000005;47.056000000000004;fr
1950;143.0;Einw;Enges;NE;/Articles/002849/?language=de;1178.0;;Enges;[2073];0.0;Enges;6453.0;NE;7.0120000000000005;47.056000000000004;fr
2000;288.0;Einw;Enges;NE;/Articles/002849/?language=de;1178.0;;Enges;[2073];0.0;Enges;6453.0;NE;7.0120000000000005;47.056000000000004;fr
1850;451.0;Einw;Ennetbaden;AG;/Articles/001637/?language=de;1261.0;;Ennetbaden;[5408];0.0;Ennetbaden;4026.0;AG;8.324;47.481;de
1900;997.0;Einw;Ennetbaden;AG;/Articles/001637/?language=de;1261.0;;Ennetbaden;[5408];0.0;Ennetbaden;4026.0;AG;8.324;47.481;de
1910;1387.0;Einw;Ennetbaden;AG;/Articles/001637/?language=de;1261.0;;Ennetbaden;[5408];0.0;Ennetbaden;4026.0;AG;8.324;47.481;de
1930;2223.0;Einw;Ennetbaden;AG;/Articles/001637/?language=de;1261.0;;Ennetbaden;[5408];0.0;Ennetbaden;4026.0;AG;8.324;47.481;de
1950;2566.0;Einw;Ennetbaden;AG;/Articles/001637/?language=de;1261.0;;Ennetbaden;[5408];0.0;Ennetbaden;4026.0;AG;8.324;47.481;de
2000;3019.0;Einw;Ennetbaden;AG;/Articles/001637/?language=de;1261.0;;Ennetbaden;[5408];0.0;Ennetbaden;4026.0;AG;8.324;47.481;de
1850;880.0;Einw;Ennetbürgen;NW;/Articles/000751/?language=de;1190.0;;Ennetbürgen;[6373];0.0;Ennetbürgen;1505.0;NW;8.414;46.985;de
1870;972.0;Einw;Ennetbürgen;NW;/Articles/000751/?language=de;1190.0;;Ennetbürgen;[6373];0.0;Ennetbürgen;1505.0;NW;8.414;46.985;de
1880;898.0;Einw;Ennetbürgen;NW;/Articles/000751/?language=de;1190.0;;Ennetbürgen;[6373];0.0;Ennetbürgen;1505.0;NW;8.414;46.985;de
1900;923.0;Einw;Ennetbürgen;NW;/Articles/000751/?language=de;1190.0;;Ennetbürgen;[6373];0.0;Ennetbürgen;1505.0;NW;8.414;46.985;de
1950;1446.0;Einw;Ennetbürgen;NW;/Articles/000751/?language=de;1190.0;;Ennetbürgen;[6373];0.0;Ennetbürgen;1505.0;NW;8.414;46.985;de
2000;3939.0;Einw;Ennetbürgen;NW;/Articles/000751/?language=de;1190.0;;Ennetbürgen;[6373];0.0;Ennetbürgen;1505.0;NW;8.414;46.985;de
1850;712.0;Einw;Ennetmoos;NW;/Articles/000752/?language=de;1311.0;;Ennetmoos;[6372];0.0;Ennetmoos;1506.0;NW;8.332;46.957;de
1880;689.0;Einw;Ennetmoos;NW;/Articles/000752/?language=de;1311.0;;Ennetmoos;[6372];0.0;Ennetmoos;1506.0;NW;8.332;46.957;de
1888;763.0;Einw;Ennetmoos;NW;/Articles/000752/?language=de;1311.0;;Ennetmoos;[6372];0.0;Ennetmoos;1506.0;NW;8.332;46.957;de
1900;699.0;Einw;Ennetmoos;NW;/Articles/000752/?language=de;1311.0;;Ennetmoos;[6372];0.0;Ennetmoos;1506.0;NW;8.332;46.957;de
1950;849.0;Einw;Ennetmoos;NW;/Articles/000752/?language=de;1311.0;;Ennetmoos;[6372];0.0;Ennetmoos;1506.0;NW;8.332;46.957;de
1980;1347.0;Einw;Ennetmoos;NW;/Articles/000752/?language=de;1311.0;;Ennetmoos;[6372];0.0;Ennetmoos;1506.0;NW;8.332;46.957;de
2000;1875.0;Einw;Ennetmoos;NW;/Articles/000752/?language=de;1311.0;;Ennetmoos;[6372];0.0;Ennetmoos;1506.0;NW;8.332;46.957;de
1745;1470.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
1798;1830.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
1816;2314.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
1837;2741.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
1850;3085.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
1900;2677.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
1950;3190.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
2000;3366.0;Einw;Entlebuch;LU;/Articles/000584/?language=de;1157.0;;Entlebuch;[6162];0.0;Entlebuch;1002.0;LU;8.065;46.992;de
1811;275.0;Einw;Ependes (FR);FR;/Articles/000947/?language=de;1142.0;;Ependes FR;[1731];0.0;Ependes (FR);2189.0;FR;7.146;46.755;fr
1850;277.0;Einw;Ependes (FR);FR;/Articles/000947/?language=de;1142.0;;Ependes FR;[1731];0.0;Ependes (FR);2189.0;FR;7.146;46.755;fr
1900;404.0;Einw;Ependes (FR);FR;/Articles/000947/?language=de;1142.0;;Ependes FR;[1731];0.0;Ependes (FR);2189.0;FR;7.146;46.755;fr
1950;347.0;Einw;Ependes (FR);FR;/Articles/000947/?language=de;1142.0;;Ependes FR;[1731];0.0;Ependes (FR);2189.0;FR;7.146;46.755;fr
1970;340.0;Einw;Ependes (FR);FR;/Articles/000947/?language=de;1142.0;;Ependes FR;[1731];0.0;Ependes (FR);2189.0;FR;7.146;46.755;fr
2000;1034.0;Einw;Ependes (FR);FR;/Articles/000947/?language=de;1142.0;;Ependes FR;[1731];0.0;Ependes (FR);2189.0;FR;7.146;46.755;fr
1798;134.0;Einw;Eppenberg-Wöschnau;SO;/Articles/001162/?language=de;1294.0;;Eppenberg;[5012];4.0;Eppenberg-Wöschnau;2574.0;SO;8.024;47.376999999999995;de
1829;195.0;Einw;Eppenberg-Wöschnau;SO;/Articles/001162/?language=de;1294.0;;Eppenberg;[5012];4.0;Eppenberg-Wöschnau;2574.0;SO;8.024;47.376999999999995;de
1850;183.0;Einw;Eppenberg-Wöschnau;SO;/Articles/001162/?language=de;1294.0;;Eppenberg;[5012];4.0;Eppenberg-Wöschnau;2574.0;SO;8.024;47.376999999999995;de
1900;266.0;Einw;Eppenberg-Wöschnau;SO;/Articles/001162/?language=de;1294.0;;Eppenberg;[5012];4.0;Eppenberg-Wöschnau;2574.0;SO;8.024;47.376999999999995;de
1950;291.0;Einw;Eppenberg-Wöschnau;SO;/Articles/001162/?language=de;1294.0;;Eppenberg;[5012];4.0;Eppenberg-Wöschnau;2574.0;SO;8.024;47.376999999999995;de
1970;439.0;Einw;Eppenberg-Wöschnau;SO;/Articles/001162/?language=de;1294.0;;Eppenberg;[5012];4.0;Eppenberg-Wöschnau;2574.0;SO;8.024;47.376999999999995;de
2000;331.0;Einw;Eppenberg-Wöschnau;SO;/Articles/001162/?language=de;1294.0;;Eppenberg;[5012];4.0;Eppenberg-Wöschnau;2574.0;SO;8.024;47.376999999999995;de
1764;204.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
1850;324.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
1888;380.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
1900;366.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
1941;302.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
1950;334.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
1980;291.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
2000;322.0;Einw;Epsach;BE;/Articles/000438/?language=de;1244.0;;Epsach;[3272];2.0;Epsach;735.0;BE;7.222;47.07;de
1774;378.0;Einw;Eptingen;BL;/Articles/001249/?language=de;1145.0;;Eptingen;[4458];0.0;Eptingen;2885.0;BL;7.824;47.386;de
1850;787.0;Einw;Eptingen;BL;/Articles/001249/?language=de;1145.0;;Eptingen;[4458];0.0;Eptingen;2885.0;BL;7.824;47.386;de
1900;657.0;Einw;Eptingen;BL;/Articles/001249/?language=de;1145.0;;Eptingen;[4458];0.0;Eptingen;2885.0;BL;7.824;47.386;de
1950;556.0;Einw;Eptingen;BL;/Articles/001249/?language=de;1145.0;;Eptingen;[4458];0.0;Eptingen;2885.0;BL;7.824;47.386;de
2000;566.0;Einw;Eptingen;BL;/Articles/001249/?language=de;1145.0;;Eptingen;[4458];0.0;Eptingen;2885.0;BL;7.824;47.386;de
1802;210.0;Einw;Ergisch;VS;/Articles/002714/?language=de;1203.0;;Ergisch;[3947];0.0;Ergisch;6104.0;VS;7.712999999999999;46.291000000000004;de
1850;270.0;Einw;Ergisch;VS;/Articles/002714/?language=de;1203.0;;Ergisch;[3947];0.0;Ergisch;6104.0;VS;7.712999999999999;46.291000000000004;de
1900;270.0;Einw;Ergisch;VS;/Articles/002714/?language=de;1203.0;;Ergisch;[3947];0.0;Ergisch;6104.0;VS;7.712999999999999;46.291000000000004;de
1950;247.0;Einw;Ergisch;VS;/Articles/002714/?language=de;1203.0;;Ergisch;[3947];0.0;Ergisch;6104.0;VS;7.712999999999999;46.291000000000004;de
2000;176.0;Einw;Ergisch;VS;/Articles/002714/?language=de;1203.0;;Ergisch;[3947];0.0;Ergisch;6104.0;VS;7.712999999999999;46.291000000000004;de
1730;1726.0;Einw;Eriswil;BE;/Articles/000549/?language=de;1256.0;;Eriswil;[4952];0.0;Eriswil;953.0;BE;7.851;47.078;de
1764;2092.0;Einw;Eriswil;BE;/Articles/000549/?language=de;1256.0;;Eriswil;[4952];0.0;Eriswil;953.0;BE;7.851;47.078;de
1850;1973.0;Einw;Eriswil;BE;/Articles/000549/?language=de;1256.0;;Eriswil;[4952];0.0;Eriswil;953.0;BE;7.851;47.078;de
1900;2083.0;Einw;Eriswil;BE;/Articles/000549/?language=de;1256.0;;Eriswil;[4952];0.0;Eriswil;953.0;BE;7.851;47.078;de
1950;1847.0;Einw;Eriswil;BE;/Articles/000549/?language=de;1256.0;;Eriswil;[4952];0.0;Eriswil;953.0;BE;7.851;47.078;de
2000;1439.0;Einw;Eriswil;BE;/Articles/000549/?language=de;1256.0;;Eriswil;[4952];0.0;Eriswil;953.0;BE;7.851;47.078;de
1764;313.0;Einw;Eriz;BE;/Articles/000523/?language=de;1320.0;;Eriz;[3619];0.0;Eriz;924.0;BE;7.773;46.788999999999994;de
1850;642.0;Einw;Eriz;BE;/Articles/000523/?language=de;1320.0;;Eriz;[3619];0.0;Eriz;924.0;BE;7.773;46.788999999999994;de
1900;609.0;Einw;Eriz;BE;/Articles/000523/?language=de;1320.0;;Eriz;[3619];0.0;Eriz;924.0;BE;7.773;46.788999999999994;de
1950;663.0;Einw;Eriz;BE;/Articles/000523/?language=de;1320.0;;Eriz;[3619];0.0;Eriz;924.0;BE;7.773;46.788999999999994;de
2000;502.0;Einw;Eriz;BE;/Articles/000523/?language=de;1320.0;;Eriz;[3619];0.0;Eriz;924.0;BE;7.773;46.788999999999994;de
