year;pop;unit;name;canton_x;url;firstmention;notes;place;zipcode;zusatzziffer;commune;bfsnr;canton_y;X;Y;language
1416;592.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1764;1751.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1803;2001.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1850;2054.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1900;3025.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1930;3840.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1950;3381.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1980;2872.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1990;3110.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
2000;2949.0;Einw;Château-d'Œx;VD;/Articles/002593/?language=de;1080.0;hab+foyer data!, unclear population count (with or without l'etivaz), ;Château-d'Oex;[1660];0.0;Château-d'Oex;5841.0;VD;7.129;46.473;fr
1416;987.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1550;902.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1764;1780.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1798;2433.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1850;2011.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1900;2243.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1950;2916.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1980;5884.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
2000;8270.0;Einw;Lutry;VD;/Articles/002420/?language=de;908.0;hab+foyer data!, with or without Savigny, ;Lutry;[1095];0.0;Lutry;5606.0;VD;6.686;46.503;fr
1416;49.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1453;39.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1570;99.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1684;222.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1764;253.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1850;530.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1900;717.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1950;929.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
2000;871.0;Einw;Ballaigues;VD;/Articles/002528/?language=de;1228.0;hab+foyer data!, ;Ballaigues;[1338];0.0;Ballaigues;5744.0;VD;6.415;46.729;fr
1409;153.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
1550;123.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
1764;249.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
1850;387.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
1900;373.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
1910;395.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
1950;289.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
2000;247.0;Einw;Belmont-sur-Yverdon;VD;/Articles/002623/?language=de;1154.0;hab+foyer data!, ;Belmont-sur-Yverdon;[1432];0.0;Belmont-sur-Yverdon;5902.0;VD;6.624;46.746;fr
1429;69.0;Einw;Borex;VD;/Articles/002498/?language=de;1135.0;hab+foyer data!, ;Borex;[1277];0.0;Borex;5706.0;VD;6.178;46.379;fr
1764;107.0;Einw;Borex;VD;/Articles/002498/?language=de;1135.0;hab+foyer data!, ;Borex;[1277];0.0;Borex;5706.0;VD;6.178;46.379;fr
1850;121.0;Einw;Borex;VD;/Articles/002498/?language=de;1135.0;hab+foyer data!, ;Borex;[1277];0.0;Borex;5706.0;VD;6.178;46.379;fr
1900;168.0;Einw;Borex;VD;/Articles/002498/?language=de;1135.0;hab+foyer data!, ;Borex;[1277];0.0;Borex;5706.0;VD;6.178;46.379;fr
1950;182.0;Einw;Borex;VD;/Articles/002498/?language=de;1135.0;hab+foyer data!, ;Borex;[1277];0.0;Borex;5706.0;VD;6.178;46.379;fr
1960;201.0;Einw;Borex;VD;/Articles/002498/?language=de;1135.0;hab+foyer data!, ;Borex;[1277];0.0;Borex;5706.0;VD;6.178;46.379;fr
2000;865.0;Einw;Borex;VD;/Articles/002498/?language=de;1135.0;hab+foyer data!, ;Borex;[1277];0.0;Borex;5706.0;VD;6.178;46.379;fr
1404;84.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1550;79.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1764;252.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1798;265.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1850;320.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1900;249.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1950;293.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1980;205.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
2000;320.0;Einw;Ependes (VD);VD;/Articles/002635/?language=de;1154.0;hab+foyer data!, ;Ependes VD;[1434];0.0;Ependes (VD);5914.0;VD;6.608;46.745;fr
1416;296.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1453;197.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1764;218.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1850;306.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1900;308.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1950;244.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1960;365.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1980;262.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
2000;334.0;Einw;Lignerolle;VD;/Articles/002538/?language=de;1160.0;hab+foyer data!, ;Lignerolle;[1357];0.0;Lignerolle;5755.0;VD;6.456;46.74;fr
1396;74.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1529;49.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1550;104.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1764;205.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1803;232.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1850;292.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1900;178.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1950;144.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1970;138.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
2000;208.0;Einw;Premier;VD;/Articles/002542/?language=de;1316.0;hab+foyer data!, ;Premier;[1324];0.0;Premier;5759.0;VD;6.445;46.70399999999999;fr
1764;626.0;Einw;Pully;VD;/Articles/002412/?language=de;994.0;hab+foyer data!, ;Pully;[1009];0.0;Pully;5590.0;VD;6.662000000000001;46.50899999999999;fr
1798;818.0;Einw;Pully;VD;/Articles/002412/?language=de;994.0;hab+foyer data!, ;Pully;[1009];0.0;Pully;5590.0;VD;6.662000000000001;46.50899999999999;fr
1850;1113.0;Einw;Pully;VD;/Articles/002412/?language=de;994.0;hab+foyer data!, ;Pully;[1009];0.0;Pully;5590.0;VD;6.662000000000001;46.50899999999999;fr
1900;2339.0;Einw;Pully;VD;/Articles/002412/?language=de;994.0;hab+foyer data!, ;Pully;[1009];0.0;Pully;5590.0;VD;6.662000000000001;46.50899999999999;fr
1950;6989.0;Einw;Pully;VD;/Articles/002412/?language=de;994.0;hab+foyer data!, ;Pully;[1009];0.0;Pully;5590.0;VD;6.662000000000001;46.50899999999999;fr
1960;12505.0;Einw;Pully;VD;/Articles/002412/?language=de;994.0;hab+foyer data!, ;Pully;[1009];0.0;Pully;5590.0;VD;6.662000000000001;46.50899999999999;fr
2000;16034.0;Einw;Pully;VD;/Articles/002412/?language=de;994.0;hab+foyer data!, ;Pully;[1009];0.0;Pully;5590.0;VD;6.662000000000001;46.50899999999999;fr
1409;118.0;Einw;Suchy;VD;/Articles/002650/?language=de;885.0;hab+foyer data!, ;Suchy;[1433];0.0;Suchy;5929.0;VD;6.599;46.722;fr
1550;168.0;Einw;Suchy;VD;/Articles/002650/?language=de;885.0;hab+foyer data!, ;Suchy;[1433];0.0;Suchy;5929.0;VD;6.599;46.722;fr
1764;251.0;Einw;Suchy;VD;/Articles/002650/?language=de;885.0;hab+foyer data!, ;Suchy;[1433];0.0;Suchy;5929.0;VD;6.599;46.722;fr
1850;390.0;Einw;Suchy;VD;/Articles/002650/?language=de;885.0;hab+foyer data!, ;Suchy;[1433];0.0;Suchy;5929.0;VD;6.599;46.722;fr
1900;354.0;Einw;Suchy;VD;/Articles/002650/?language=de;885.0;hab+foyer data!, ;Suchy;[1433];0.0;Suchy;5929.0;VD;6.599;46.722;fr
1950;325.0;Einw;Suchy;VD;/Articles/002650/?language=de;885.0;hab+foyer data!, ;Suchy;[1433];0.0;Suchy;5929.0;VD;6.599;46.722;fr
2000;345.0;Einw;Suchy;VD;/Articles/002650/?language=de;885.0;hab+foyer data!, ;Suchy;[1433];0.0;Suchy;5929.0;VD;6.599;46.722;fr
1389;35.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
1550;84.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
1764;168.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
1803;147.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
1850;252.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
1900;201.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
1950;173.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
2000;170.0;Einw;Ursins;VD;/Articles/002653/?language=de;1008.0;hab+foyer data!, ;Ursins;[1412];2.0;Ursins;5932.0;VD;6.667999999999999;46.735;fr
1764;1244.0;Einw;Blonay;VD;/Articles/002612/?language=de;861.0;1764 count includes saint-légier, ;Blonay;[1807];0.0;Blonay;5881.0;VD;6.894;46.466;fr
1798;800.0;Einw;Blonay;VD;/Articles/002612/?language=de;861.0;1764 count includes saint-légier, ;Blonay;[1807];0.0;Blonay;5881.0;VD;6.894;46.466;fr
1850;832.0;Einw;Blonay;VD;/Articles/002612/?language=de;861.0;1764 count includes saint-légier, ;Blonay;[1807];0.0;Blonay;5881.0;VD;6.894;46.466;fr
1900;1048.0;Einw;Blonay;VD;/Articles/002612/?language=de;861.0;1764 count includes saint-légier, ;Blonay;[1807];0.0;Blonay;5881.0;VD;6.894;46.466;fr
1950;1351.0;Einw;Blonay;VD;/Articles/002612/?language=de;861.0;1764 count includes saint-légier, ;Blonay;[1807];0.0;Blonay;5881.0;VD;6.894;46.466;fr
2000;4695.0;Einw;Blonay;VD;/Articles/002612/?language=de;861.0;1764 count includes saint-légier, ;Blonay;[1807];0.0;Blonay;5881.0;VD;6.894;46.466;fr
1416;99.0;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059.0;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)";Bussy-Chardonney;[1136];0.0;Bussy-Chardonney;5625.0;VD;6.443;46.528999999999996;fr
1764;209.0;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059.0;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)";Bussy-Chardonney;[1136];0.0;Bussy-Chardonney;5625.0;VD;6.443;46.528999999999996;fr
1860;168.0;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059.0;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)";Bussy-Chardonney;[1136];0.0;Bussy-Chardonney;5625.0;VD;6.443;46.528999999999996;fr
1960;184.0;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059.0;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)";Bussy-Chardonney;[1136];0.0;Bussy-Chardonney;5625.0;VD;6.443;46.528999999999996;fr
1990;285.0;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059.0;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)";Bussy-Chardonney;[1136];0.0;Bussy-Chardonney;5625.0;VD;6.443;46.528999999999996;fr
2000;337.0;Einw;Bussy-Chardonney;VD;/Articles/002431/?language=de;1059.0;"with or without Chardonnay, 
weird post-1850 units:  (ohne Chardonney)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)
weird post-1850 units:  (mit Chardonney 184)";Bussy-Chardonney;[1136];0.0;Bussy-Chardonney;5625.0;VD;6.443;46.528999999999996;fr
1406;114.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
1764;189.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
1850;342.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
1900;335.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
1910;369.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
1950;268.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
1980;180.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
2000;197.0;Einw;Chavannes-sur-Moudon;VD;/Articles/002465/?language=de;1406.0;unclear date 1406/36?, ;Chavannes-sur-Moudon;[1512];0.0;Chavannes-sur-Moudon;5665.0;VD;6.808;46.657;fr
1764;689.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
1798;896.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
1850;1096.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
1888;2676.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
1900;1195.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
1950;1535.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
1990;3282.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
2000;3200.0;Einw;Corsier-sur-Vevey;VD;/Articles/002615/?language=de;1079.0;"2000 quartier à vevey?, 
weird post-1850 units:  (bis 1892 mit zahlreichen heute zu Vevey gehörigen Quartieren)";Corsier-sur-Vevey;[1804];0.0;Corsier-sur-Vevey;5884.0;VD;6.8420000000000005;46.47;fr
1453;49.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
1764;318.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
1798;364.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
1850;474.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
1900;663.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
1950;839.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
1980;891.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
2000;2289.0;Einw;Etoy;VD;/Articles/002441/?language=de;1145.0;"30 foyer en 1453 with Lavigny; we know there were 20 feuerstätten in lavigny in 1416 -> 10 Haushalte in Etoy in 1453";Etoy;[1163];0.0;Etoy;5636.0;VD;6.421;46.486000000000004;fr
1695;252.0;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243.0;;Adligenswil;[6043];0.0;Adligenswil;1051.0;LU;8.365;47.071000000000005;de
1798;433.0;Einw;Adligenswil;LU;/Articles/000614/?language=de;1243.0;;Adligenswil;[6043];0.0;Adligenswil;1051.0;LU;8.365;47.071000000000005;de
