name;canton;url;firstmention;hab_year;notes
Juriens;VD;/Articles/002537/?language=de;1263.0;[{'year': 1529, 'pop': 128, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0069373819578775, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1550}, {'year': 1550, 'pop': 148, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0022810305902652, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'previous': 1529, 'next': 1764}, {'year': 1764, 'pop': 241.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0017456226386465, 'previous': 1550, 'next': 1850}, {'year': 1850, 'pop': 280.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0000713038652898, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 281.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.996431000967611, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 235.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9948041916152618, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 201.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0082717853745988, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 237.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Lavey-Morcles;VD;/Articles/045882/?language=de;1016.0;[{'year': 1764, 'pop': 138.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0075437512812395, 'next': 1803}, {'year': 1803, 'pop': 185.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0065125429411248, 'previous': 1764, 'next': 1850}, {'year': 1850, 'pop': 251.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0381543171258794, 'previous': 1803, 'next': 1860}, {'year': 1860, 'pop': 365.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0194586225453173, 'previous': 1850, 'next': 1900}, {'year': 1900, 'pop': 789.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0022764019132626, 'previous': 1860, 'next': 1950}, {'year': 1950, 'pop': 884.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9993411531796962, 'previous': 1900, 'next': 1990}, {'year': 1990, 'pop': 861.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9902954604713182, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 781.0, 'unit': 'Einw', 'type': 'original', 'previous': 1990}];
Lavigny;VD;/Articles/002442/?language=de;1145.0;[{'year': 1416, 'pop': 99, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0025808376683114, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'next': 1798}, {'year': 1798, 'pop': 265.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0041100343193607, 'previous': 1416, 'next': 1850}, {'year': 1850, 'pop': 328.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9973329351015923, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 287.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0084905760958198, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 438.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0037465501962468, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 490.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.018066382552461, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 701.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Leysin;VD;/Articles/002282/?language=de;1231.0;[{'year': 1313, 'pop': 301, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0005982575727672, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1850}, {'year': 1850, 'pop': 415.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0190277955581915, 'previous': 1313, 'next': 1900}, {'year': 1900, 'pop': 1065.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.028026763410014, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 4242.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9761625022880474, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 2057.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0190133339161178, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 2998.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];"
weird post-1850 units:  (mit Kurgästen)
weird post-1850 units:  (mit Kurgästen)
weird post-1850 units:  (mit Kurgästen)
weird post-1850 units:  (mit Kurgästen)"
Lieu, Le;VD;/Articles/002611/?language=de;1155.0;[{'year': 1382, 'pop': 148, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9917340632746058, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'next': 1483}, {'year': 1483, 'pop': 64, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0180369020553184, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'previous': 1382, 'next': 1550}, {'year': 1550, 'pop': 212, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0071796994528286, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'previous': 1483, 'next': 1764}, {'year': 1764, 'pop': 980.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0002233064057215, 'previous': 1550, 'next': 1850}, {'year': 1850, 'pop': 999.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.003010165537946, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 1161.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9921665258538402, 'previous': 1850, 'next': 1930}, {'year': 1930, 'pop': 917.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0053367114836935, 'previous': 1900, 'next': 1950}, {'year': 1950, 'pop': 1020.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9876699453248704, 'previous': 1930, 'next': 1980}, {'year': 1980, 'pop': 703.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0061682066622228, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 795.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Longirod;VD;/Articles/002299/?language=de;1267.0;[{'year': 1764, 'pop': 185.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0069282470784686, 'next': 1850}, {'year': 1850, 'pop': 335.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9983855195794082, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 309.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9941984231941308, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 231.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9976102040402045, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 215.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0237784865237978, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 344.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Lovatens;VD;/Articles/002474/?language=de;996.0;[{'year': 1798, 'pop': 195.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0070508004900094, 'next': 1850}, {'year': 1850, 'pop': 281.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.998138190823846, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 256.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9934169302347706, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 184.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9808455966414945, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 103.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.019311645810637, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 151.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Lucens;VD;/Articles/002475/?language=de;964.0;[{'year': 1850, 'pop': 892.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.010677074387059, 'next': 1900}, {'year': 1900, 'pop': 1517.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0013270506011598, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 1621.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0063181619528603, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 2221.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Luins;VD;/Articles/002603/?language=de;1115.0;[{'year': 1764, 'pop': 154.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0018156491878167, 'next': 1850}, {'year': 1850, 'pop': 180.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0078413729474514, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 266.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9971824049277368, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 231.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9992708422564852, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 226.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0178584153973973, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 322.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Lully (VD);VD;/Articles/002444/?language=de;1018.0;[{'year': 1803, 'pop': 89.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0152180513428168, 'next': 1850}, {'year': 1850, 'pop': 181.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.003541885232173, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 216.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9982612857781861, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 198.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0266617374168394, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 436.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0211777696948978, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 663.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Lussy-sur-Morges;VD;/Articles/002445/?language=de;1026.0;[{'year': 1177, 'pop': 74, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0012185441526111, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1416}, {'year': 1416, 'pop': 99, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9921645139400808, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'previous': 1177, 'next': 1453}, {'year': 1453, 'pop': 74, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0022094065823293, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'previous': 1416, 'next': 1764}, {'year': 1764, 'pop': 147.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0028646694864187, 'previous': 1453, 'next': 1850}, {'year': 1850, 'pop': 188.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9973934731270452, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 165.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.001517912392385, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 178.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.013984832486355, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 270.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0451738918191427, 'previous': 1950, 'next': 1990}, {'year': 1990, 'pop': 420.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0324472095073585, 'previous': 1980, 'next': 2000}, {'year': 2000, 'pop': 578.0, 'unit': 'Einw', 'type': 'original', 'previous': 1990}];
Maracon;VD;/Articles/002559/?language=de;1201.0;[{'year': 1337, 'pop': 138, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9982641377533534, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'next': 1558}, {'year': 1558, 'pop': 94, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0035982492134405, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'previous': 1337, 'next': 1764}, {'year': 1764, 'pop': 197.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0067052807051344, 'previous': 1558, 'next': 1850}, {'year': 1850, 'pop': 350.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9985802932761108, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 326.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9930479168697464, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 230.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.00808374541701, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 344.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Marchissy;VD;/Articles/002300/?language=de;1235.0;[{'year': 1764, 'pop': 224.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0025144939788329, 'next': 1850}, {'year': 1850, 'pop': 278.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0001433800675117, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 280.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9964170643309844, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 234.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.993770717720968, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 194.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.029648226291777, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 348.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Mathod;VD;/Articles/002640/?language=de;1141.0;[{'year': 1416, 'pop': 197, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0004326173301044, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'next': 1764}, {'year': 1764, 'pop': 229.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0109365809076027, 'previous': 1416, 'next': 1803}, {'year': 1803, 'pop': 350.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0018631687400608, 'previous': 1764, 'next': 1850}, {'year': 1850, 'pop': 382.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.998703089272433, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 358.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0005511508632174, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 368.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.004429125146211, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 459.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Mauborget;VD;/Articles/002394/?language=de;1170.0;[{'year': 1803, 'pop': 94.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0062532389826935, 'next': 1850}, {'year': 1850, 'pop': 126.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9937298732042701, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 92.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9939726205358627, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 68.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9832768887034815, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 41.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0371265530823555, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 85.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Mauraz;VD;/Articles/002338/?language=de;1324.0;[{'year': 1803, 'pop': 43.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.017459406047061, 'next': 1850}, {'year': 1850, 'pop': 97.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9934969224012541, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 70.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.988870085186646, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 40.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9991564290733695, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 39.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0104360478601107, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 48.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Mex (VD);VD;/Articles/002339/?language=de;1154.0;[{'year': 1416, 'pop': 69, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9907916801022899, 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 4.936063574371257, 'next': 1453}, {'year': 1453, 'pop': 49, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0019208652408809, 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 4.936063574371257, 'previous': 1416, 'next': 1764}, {'year': 1764, 'pop': 89, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0134128635507957, 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 4.936063574371257, 'previous': 1453, 'next': 1798}, {'year': 1798, 'pop': 140.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0098442161472747, 'previous': 1764, 'next': 1850}, {'year': 1850, 'pop': 233.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.996749864704403, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 198.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9992803869927646, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 191.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.011729773620545, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 271.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.035740364567946, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 547.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Mies;VD;/Articles/002515/?language=de;1345.0;[{'year': 1633, 'pop': 79, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0034966684125033, 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 4.936063574371257, 'next': 1803}, {'year': 1803, 'pop': 143.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0026578173458618, 'previous': 1633, 'next': 1850}, {'year': 1850, 'pop': 162.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0064119780030625, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 223.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0159106954630068, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 491.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0207047720554099, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 908.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0253822357219133, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 1499.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Missy;VD;/Articles/002583/?language=de;1148.0;[{'year': 1764, 'pop': 220.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0028911425307039, 'next': 1850}, {'year': 1850, 'pop': 282.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0048399814047955, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 359.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9975775188406562, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 318.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9970986114844936, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 275.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Moiry;VD;/Articles/002340/?language=de;1011.0;[{'year': 1764, 'pop': 196.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0037314480678103, 'next': 1850}, {'year': 1850, 'pop': 270.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9958217486991144, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 219.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.994829950650749, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 169.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0035737503216273, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 202.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Mollens (VD);VD;/Articles/002301/?language=de;1111.0;[{'year': 1416, 'pop': 227, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0012531874747645, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1764}, {'year': 1764, 'pop': 351.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0048032521005843, 'previous': 1416, 'next': 1850}, {'year': 1850, 'pop': 530.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9980616862323111, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 481.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9939434258267179, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 355.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9946878451985353, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 272.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Molondin;VD;/Articles/002642/?language=de;1380.0;[{'year': 1803, 'pop': 200.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.010515387341577, 'next': 1850}, {'year': 1850, 'pop': 327.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0001826663527322, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 330.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9944627526509221, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 250.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9935615385589646, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 181.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Montagny-près-Yverdon;VD;/Articles/002643/?language=de;995.0;[{'year': 1416, 'pop': 178, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0008376637647378, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1850}, {'year': 1850, 'pop': 256.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0005396773274002, 'previous': 1416, 'next': 1900}, {'year': 1900, 'pop': 263.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.004970892056252, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 337.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0118050774665963, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 606.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Montcherand;VD;/Articles/002539/?language=de;1324.0;[{'year': 1416, 'pop': 69, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9777404258894341, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1453}, {'year': 1453, 'pop': 30, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0048479753154251, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'previous': 1416, 'next': 1764}, {'year': 1764, 'pop': 135.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.007115161840579, 'previous': 1453, 'next': 1803}, {'year': 1803, 'pop': 178.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0103649034255773, 'previous': 1764, 'next': 1850}, {'year': 1850, 'pop': 289.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9977332309461704, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 258.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.000307745720791, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 262.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0086990260051452, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 404.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Montherod;VD;/Articles/002302/?language=de;1344.0;[{'year': 1764, 'pop': 168.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0076662073966398, 'next': 1850}, {'year': 1850, 'pop': 324.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9959877966857711, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 265.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9963752428611355, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 221.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0138213784034562, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 439.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Montpreveyres;VD;/Articles/002561/?language=de;1154.0;[{'year': 1433, 'pop': 39, 'unit': 'Einw', 'type': 'original', 'ygr': 1.004235809298339, 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 4.936063574371257, 'next': 1600}, {'year': 1600, 'pop': 79, 'unit': 'Einw', 'type': 'original', 'ygr': 1.005975500846377, 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 4.936063574371257, 'previous': 1433, 'next': 1798}, {'year': 1798, 'pop': 257.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.999925028956322, 'previous': 1600, 'next': 1850}, {'year': 1850, 'pop': 256.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0010654574873579, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 270.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9978950082958632, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 243.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0086071700273067, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 373.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Montricher;VD;/Articles/002342/?language=de;1049.0;[{'year': 1798, 'pop': 364.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0164807124681485, 'next': 1803}, {'year': 1803, 'pop': 395.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0120943841669625, 'previous': 1798, 'next': 1850}, {'year': 1850, 'pop': 695.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0009006980244388, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 727.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9967887430536069, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 619.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0023476391524375, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 696.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Mont-sur-Lausanne, Le;VD;/Articles/002409/?language=de;1237.0;[{'year': 1764, 'pop': 514.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0072906147040046, 'next': 1798}, {'year': 1798, 'pop': 658.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0080815257987297, 'previous': 1764, 'next': 1850}, {'year': 1850, 'pop': 1000.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0018897969281306, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 1099.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0046076703626703, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 1383.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.033862168579522, 'previous': 1900, 'next': 1970}, {'year': 1970, 'pop': 2692.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0220702450501007, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 5182.0, 'unit': 'Einw', 'type': 'original', 'previous': 1970}];
