name;canton;url;firstmention;hab_year;notes
Kappel am Albis;ZH;/Articles/000006/?language=de;1185.0;[{'year': 1634, 'pop': 256.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0032600993653993, 'next': 1799}, {'year': 1799, 'pop': 438.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0104161712759094, 'previous': 1634, 'next': 1850}, {'year': 1850, 'pop': 743.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9987226038867298, 'previous': 1799, 'next': 1900}, {'year': 1900, 'pop': 697.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9993883404456686, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 676.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9941560171450908, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 567.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.021343083998115, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 865.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Kappel (SO);SO;/Articles/001167/?language=de;1260.0;[{'year': 1739, 'pop': 374.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0050352509682365, 'next': 1798}, {'year': 1798, 'pop': 503.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0017193245797422, 'previous': 1739, 'next': 1850}, {'year': 1850, 'pop': 550.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9993347256155029, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 532.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0079901099559996, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 792.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.032033720242272, 'previous': 1900, 'next': 1970}, {'year': 1970, 'pop': 1488.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0172552496911247, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 2486.0, 'unit': 'Einw', 'type': 'original', 'previous': 1970}];
Kappelen;BE;/Articles/000176/?language=de;1228.0;[{'year': 1764, 'pop': 239.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0115009929952008, 'next': 1850}, {'year': 1850, 'pop': 639.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.004479131282199, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 799.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0016117767740886, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 866.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0050131352488298, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 1112.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kaufdorf;BE;/Articles/000492/?language=de;1148.0;[{'year': 1764, 'pop': 98.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.015309929862027, 'next': 1850}, {'year': 1850, 'pop': 362.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9974114993793408, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 318.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0058648907914145, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 426.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0124284714117988, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 790.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kehrsatz;BE;/Articles/000493/?language=de;1281.0;[{'year': 1764, 'pop': 214.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0090900145720016, 'next': 1850}, {'year': 1850, 'pop': 466.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0039665617569051, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 568.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0107818102713315, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 971.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0538687627704746, 'previous': 1900, 'next': 1970}, {'year': 1970, 'pop': 2773.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.009750634330001, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 3710.0, 'unit': 'Einw', 'type': 'original', 'previous': 1970}];
Kernenried;BE;/Articles/000248/?language=de;1261.0;[{'year': 1764, 'pop': 187.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0066617396858761, 'next': 1850}, {'year': 1850, 'pop': 331.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0010596319501652, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 349.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9973737183227743, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 306.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0075179021903675, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 445.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kerns;OW;/Articles/000743/?language=de;1036.0;[{'year': 1744, 'pop': 1820.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9949304821534042, 'next': 1758}, {'year': 1758, 'pop': 1695.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.004031625093323, 'previous': 1744, 'next': 1799}, {'year': 1799, 'pop': 1999.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0093805154611202, 'previous': 1758, 'next': 1811}, {'year': 1811, 'pop': 2236.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0029581027844447, 'previous': 1799, 'next': 1850}, {'year': 1850, 'pop': 2509.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.999045367326054, 'previous': 1811, 'next': 1900}, {'year': 1900, 'pop': 2392.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0070932134288295, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 3406.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0081106750857431, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 5101.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kerzers;FR;/Articles/001007/?language=de;926.0;[{'year': 1835, 'pop': 1057.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0061025231359362, 'next': 1850}, {'year': 1850, 'pop': 1158.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0022233443110962, 'previous': 1835, 'next': 1900}, {'year': 1900, 'pop': 1294.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0081734116291683, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 1944.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0139803326434076, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 3892.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kestenholz;SO;/Articles/001059/?language=de;1280.0;[{'year': 1739, 'pop': 311.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0024356644111374, 'next': 1798}, {'year': 1798, 'pop': 359.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0095006634603243, 'previous': 1739, 'next': 1850}, {'year': 1850, 'pop': 587.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9996217283801124, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 576.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0122347992614757, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 1058.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0085199347435814, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 1617.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kienberg;SO;/Articles/001108/?language=de;1173.0;[{'year': 1739, 'pop': 282.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0065833992726247, 'next': 1804}, {'year': 1804, 'pop': 432.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0083052511243218, 'previous': 1739, 'next': 1850}, {'year': 1850, 'pop': 632.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9949638189718535, 'previous': 1804, 'next': 1900}, {'year': 1900, 'pop': 491.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0017926842749267, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 537.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9994335503606828, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 522.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kiesen;BE;/Articles/000359/?language=de;1236.0;[{'year': 1764, 'pop': 186.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0099818914261764, 'next': 1850}, {'year': 1850, 'pop': 437.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9998161075684243, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 433.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0047585001435566, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 549.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.004438089247032, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 627.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0084556841703662, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 742.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Kilchberg (BL);BL;/Articles/001227/?language=de;1226.0;[{'year': 1497, 'pop': 23.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0055214194565463, 'next': 1680}, {'year': 1680, 'pop': 63.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0027215523626283, 'previous': 1497, 'next': 1850}, {'year': 1850, 'pop': 100.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0029728101644793, 'previous': 1680, 'next': 1900}, {'year': 1900, 'pop': 116.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0152478610002797, 'previous': 1850, 'next': 1920}, {'year': 1920, 'pop': 157.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9873007589067212, 'previous': 1900, 'next': 1950}, {'year': 1950, 'pop': 107.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0003704495548398, 'previous': 1920, 'next': 2000}, {'year': 2000, 'pop': 109.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kilchberg (ZH);ZH;/Articles/000098/?language=de;1248.0;[{'year': 1467, 'pop': 212, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0017944556338512, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1634}, {'year': 1634, 'pop': 286.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0160236475670374, 'previous': 1467, 'next': 1671}, {'year': 1671, 'pop': 515.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.003549463365556, 'previous': 1634, 'next': 1722}, {'year': 1722, 'pop': 617.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0038669200719983, 'previous': 1671, 'next': 1836}, {'year': 1836, 'pop': 958.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0125648955125075, 'previous': 1722, 'next': 1850}, {'year': 1850, 'pop': 1141.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0107864991209423, 'previous': 1836, 'next': 1900}, {'year': 1900, 'pop': 1951.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0208476902064538, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 5474.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0161799001374445, 'previous': 1900, 'next': 1970}, {'year': 1970, 'pop': 7546.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9968249271949019, 'previous': 1950, 'next': 1990}, {'year': 1990, 'pop': 7081.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0016262340723787, 'previous': 1970, 'next': 2000}, {'year': 2000, 'pop': 7197.0, 'unit': 'Einw', 'type': 'original', 'previous': 1990}];
Killwangen;AG;/Articles/001641/?language=de;1227.0;[{'year': 1778, 'pop': 90.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.00982849966322, 'next': 1850}, {'year': 1850, 'pop': 182.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0104457481519429, 'previous': 1778, 'next': 1900}, {'year': 1900, 'pop': 306.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0134563731276944, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 597.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0168553833643466, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 1377.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kippel;VS;/Articles/002762/?language=de;1437.0;[{'year': 1802, 'pop': 115.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0079277564544478, 'next': 1850}, {'year': 1850, 'pop': 168.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0078197108165787, 'previous': 1802, 'next': 1900}, {'year': 1900, 'pop': 248.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0076485838805558, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 363.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.000273639510544, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 368.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kirchberg (BE);BE;/Articles/000249/?language=de;994.0;[{'year': 1764, 'pop': 499.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0091481027675153, 'next': 1850}, {'year': 1850, 'pop': 1092.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0092796541356825, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 1733.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.009467678212652, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 2776.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.012802732596184, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 5244.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kirchberg (SG);SG;/Articles/001389/?language=de;1222.0;[{'year': 1827, 'pop': 2550.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0218688041653716, 'next': 1850}, {'year': 1850, 'pop': 4194.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.003621953909006, 'previous': 1827, 'next': 1900}, {'year': 1900, 'pop': 5025.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0022370636651086, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 5619.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.006847643595215, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 7904.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kirchdorf (BE);BE;/Articles/000495/?language=de;1228.0;[{'year': 1764, 'pop': 326.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0085681699000686, 'next': 1850}, {'year': 1850, 'pop': 679.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0014892358946044, 'previous': 1764, 'next': 1880}, {'year': 1880, 'pop': 710.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9920301037850259, 'previous': 1850, 'next': 1900}, {'year': 1900, 'pop': 605.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9991069898251522, 'previous': 1880, 'next': 1930}, {'year': 1930, 'pop': 589.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0041607315435095, 'previous': 1900, 'next': 1950}, {'year': 1950, 'pop': 640.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9822394679769003, 'previous': 1930, 'next': 1960}, {'year': 1960, 'pop': 535.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0107022976526407, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 819.0, 'unit': 'Einw', 'type': 'original', 'previous': 1960}];
Kirchenthurnen;BE;/Articles/000496/?language=de;1228.0;[{'year': 1764, 'pop': 96.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0126917965752547, 'next': 1850}, {'year': 1850, 'pop': 284.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0024901240145843, 'previous': 1764, 'next': 1880}, {'year': 1880, 'pop': 306.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.995033991805727, 'previous': 1850, 'next': 1900}, {'year': 1900, 'pop': 277.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9934075723988054, 'previous': 1880, 'next': 1950}, {'year': 1950, 'pop': 199.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0321882467459413, 'previous': 1900, 'next': 1970}, {'year': 1970, 'pop': 375.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9916955995062834, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 292.0, 'unit': 'Einw', 'type': 'original', 'previous': 1970}];
Kirchleerau;AG;/Articles/001814/?language=de;1248.0;[{'year': 1764, 'pop': 236.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0125190765395309, 'next': 1850}, {'year': 1850, 'pop': 688.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9927428987475876, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 478.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0016857809154278, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 520.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0059914589268824, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 701.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kirchlindach;BE;/Articles/000212/?language=de;1185.0;[{'year': 1764, 'pop': 464.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0089921506144297, 'next': 1850}, {'year': 1850, 'pop': 1002.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0024604415180556, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 1133.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9999469744194734, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 1130.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0235695706340755, 'previous': 1900, 'next': 1980}, {'year': 1980, 'pop': 2273.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0093129206183005, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 2736.0, 'unit': 'Einw', 'type': 'original', 'previous': 1980}];
Kleinandelfingen;ZH;/Articles/000027/?language=de;1241.0;[{'year': 1468, 'pop': 84, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0088390004270738, 'original_unit': 'Haushalte', 'einw_conversion_factor': 4.936063574371257, 'next': 1634}, {'year': 1634, 'pop': 362.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0052175839135848, 'previous': 1468, 'next': 1850}, {'year': 1850, 'pop': 1114.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9985492533983826, 'previous': 1634, 'next': 1900}, {'year': 1900, 'pop': 1036.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9982472653523915, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 949.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0118867584347644, 'previous': 1900, 'next': 1970}, {'year': 1970, 'pop': 1202.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0139429407686822, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 1821.0, 'unit': 'Einw', 'type': 'original', 'previous': 1970}];
Kleinbösingen;FR;/Articles/001008/?language=de;1264.0;[{'year': 1811, 'pop': 100.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0284820043895184, 'next': 1850}, {'year': 1850, 'pop': 299.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9968994939490214, 'previous': 1811, 'next': 1900}, {'year': 1900, 'pop': 256.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0008417783751302, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 267.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0128678475263904, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 506.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kleinlützel;SO;/Articles/001183/?language=de;1194.0;[{'year': 1798, 'pop': 852.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0038788629204893, 'next': 1850}, {'year': 1850, 'pop': 1042.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.996352557982939, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 868.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0068150054765337, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 1219.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0003900152767773, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 1243.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Klingnau;AG;/Articles/001837/?language=de;1239.0;[{'year': 1400, 'pop': 550.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0014957099619088, 'next': 1800}, {'year': 1800, 'pop': 1000.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.00526107640222, 'previous': 1400, 'next': 1850}, {'year': 1850, 'pop': 1300.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9972714680451662, 'previous': 1800, 'next': 1900}, {'year': 1900, 'pop': 1134.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0090353330382589, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 1778.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0084648156057596, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 2710.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];"undefined
weird post-1850 units: -600 Einw
weird post-1850 units: -600 Einw
weird post-1850 units: -600 Einw
weird post-1850 units: -600 Einw"
Klosters-Serneus;GR;/Articles/001575/?language=de;1222.0;[{'year': 1850, 'pop': 1302.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0035577940145652, 'next': 1900}, {'year': 1900, 'pop': 1555.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0167300781098738, 'previous': 1850, 'next': 1930}, {'year': 1930, 'pop': 2558.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.007630274863806, 'previous': 1900, 'next': 1950}, {'year': 1950, 'pop': 2978.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.005357444521511, 'previous': 1930, 'next': 2000}, {'year': 2000, 'pop': 3890.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kloten;ZH;/Articles/000050/?language=de;1155.0;[{'year': 1467, 'pop': 370.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0049359563169789, 'next': 1634}, {'year': 1634, 'pop': 842.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0060133940300886, 'previous': 1467, 'next': 1710}, {'year': 1710, 'pop': 1328.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0009838008020637, 'previous': 1634, 'next': 1850}, {'year': 1850, 'pop': 1524.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9977694852123898, 'previous': 1710, 'next': 1900}, {'year': 1900, 'pop': 1363.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0186228932382353, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 3429.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0813540807778168, 'previous': 1900, 'next': 1970}, {'year': 1970, 'pop': 16388.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0015938842089818, 'previous': 1950, 'next': 2000}, {'year': 2000, 'pop': 17190.0, 'unit': 'Einw', 'type': 'original', 'previous': 1970}];
Knonau;ZH;/Articles/000007/?language=de;1045.0;[{'year': 1450, 'pop': 110.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0039210075139684, 'next': 1634}, {'year': 1634, 'pop': 226.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0039975152930525, 'previous': 1450, 'next': 1750}, {'year': 1750, 'pop': 359.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.005048269095813, 'previous': 1634, 'next': 1850}, {'year': 1850, 'pop': 594.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.997684866315349, 'previous': 1750, 'next': 1900}, {'year': 1900, 'pop': 529.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.004097256595364, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 649.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0161374624352226, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 1445.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Knutwil;LU;/Articles/000641/?language=de;1245.0;[{'year': 1574, 'pop': 304.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0054756276759396, 'next': 1798}, {'year': 1798, 'pop': 1033.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0046671968773897, 'previous': 1574, 'next': 1850}, {'year': 1850, 'pop': 1316.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.9931446675162812, 'previous': 1798, 'next': 1900}, {'year': 1900, 'pop': 933.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0011056338380524, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 986.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0095133813491801, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 1583.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Koblenz;AG;/Articles/001838/?language=de;1265.0;[{'year': 1803, 'pop': 434.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0104975032712817, 'next': 1850}, {'year': 1850, 'pop': 709.0, 'unit': 'Einw', 'type': 'original', 'ygr': 0.99507833448611, 'previous': 1803, 'next': 1900}, {'year': 1900, 'pop': 554.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0093439318715378, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 882.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0121212404881657, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 1611.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
Kölliken;AG;/Articles/001815/?language=de;924.0;[{'year': 1764, 'pop': 896.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0080268249391178, 'next': 1850}, {'year': 1850, 'pop': 1782.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.002520292799225, 'previous': 1764, 'next': 1900}, {'year': 1900, 'pop': 2021.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.007137063923902, 'previous': 1850, 'next': 1950}, {'year': 1950, 'pop': 2884.0, 'unit': 'Einw', 'type': 'original', 'ygr': 1.0061057476399722, 'previous': 1900, 'next': 2000}, {'year': 2000, 'pop': 3910.0, 'unit': 'Einw', 'type': 'original', 'previous': 1950}];
